"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE"
"10.1101/070391","10.1111/1462-2920.13662","NZL"
"10.1101/073049","10.7554/elife.21126","USA"
"10.1101/069310","10.1039/c6sm01859a","GBR"
"10.1101/068361","10.1371/journal.pone.0166021","USA"
"10.1101/217547","10.1136/archdischild-2017-312982","AUS"
"10.1101/136085","10.1093/gbe/evx201","GBR"
"10.1101/118778","10.1038/nbt.4042","USA"
"10.1101/229625","10.3389/fpls.2017.02189","AUS"
"10.1101/009175","10.7554/elife.04637","USA"
"10.1101/046144","10.1038/srep29308","USA"
"10.1101/029173","10.1371/journal.pgen.1006059","CAN"
"10.1101/001917","10.1098/rsif.2014.0320","GBR"
"10.1101/197152","10.1016/j.bpj.2017.09.017","FRA"
"10.1101/167270","10.3389/fphys.2017.00997","JPN"
"10.1101/131581","10.1093/nar/gkx653","USA"
"10.1101/110668","10.1038/nmeth.4402","USA"
"10.1101/145185","10.1063/1.4993207","USA"
"10.1101/019539","10.1093/bioinformatics/btv610","USA"
"10.1101/015867","10.1093/bioinformatics/btv539","ISL"
"10.1101/038620","10.1038/ncomms10889","USA"
"10.1101/143743","10.7554/elife.28257","USA"
"10.1101/107128","10.1038/s41467-017-00246-8","USA"
"10.1101/084459","10.7554/elife.24836","USA"
"10.1101/094540","10.1371/journal.pntd.0005816","AUS"
"10.1101/129684","10.1105/tpc.17.00272","ARG"
"10.1101/139725","10.1073/pnas.1704925114","USA"
"10.1101/139428","10.1186/s41065-017-0040-6","CHN"
"10.1101/098228","10.1093/molbev/msx122","FRA"
"10.1101/097980","10.1371/journal.ppat.1006358","USA"
"10.1101/025221","10.1186/s13059-015-0802-2","DEU"
"10.1101/016949","10.1371/journal.pgen.1005658","FRA"
"10.1101/067587","10.1073/pnas.1611861114","ESP"
"10.1101/044487","10.1038/srep34705","USA"
"10.1101/038992","10.1186/s12859-016-1286-0","BEL"
"10.1101/067918","10.1371/journal.pcbi.1005041","USA"
"10.1101/152934","10.1021/acssynbio.7b00344","BRA"
"10.1101/192997","10.1002/glia.23261","USA"
"10.1101/002428","10.1371/journal.pgen.1004622","CAN"
"10.1101/005710","10.1093/hmg/ddu285","USA"
"10.1101/047514","10.4137/cin.s40088","USA"
"10.1101/023093","10.1093/gbe/evv194","USA"
"10.1101/171777","10.1371/journal.pone.0188972","USA"
"10.1101/136168","10.1016/j.cell.2017.10.049","USA"
"10.1101/113001","10.1186/s12918-017-0494-1","USA"
"10.1101/113001","10.1186/s12918-017-0494-1","FRA"
"10.1101/137356","10.1128/mbio.01397-17","USA"
"10.1101/028464","10.1371/journal.pgen.1005947","USA"
"10.1101/034983","10.1007/s00439-016-1651-0","FRA"
"10.1101/143107","10.1038/s41467-017-00400-2","USA"
"10.1101/090647","10.1105/tpc.17.00185","USA"
"10.1101/122010","10.1016/j.semcdb.2017.05.019","GBR"
"10.1101/107284","10.1016/j.actbio.2017.05.034","GBR"
"10.1101/037820","10.1371/journal.pcbi.1005533","USA"
"10.1101/111930","10.1111/jeb.13096","GBR"
"10.1101/090928","10.1371/journal.pone.0174216","FRA"
"10.1101/098368","10.1111/eva.12480","USA"
"10.1101/095695","10.1091/mbc.e16-11-0806","DEU"
"10.1101/014928","10.1101/gr.190538.115","ESP"
"10.1101/073205","10.14814/phy2.13145","CAN"
"10.1101/048322","10.1371/journal.pgen.1006495","NLD"
"10.1101/066373","10.7554/elife.20309","USA"
"10.1101/058081","10.1242/jcs.194621","GBR"
"10.1101/089110","10.1093/bioinformatics/btx575","CHE"
"10.1101/113878","10.1093/eurheartj/ehx354","USA"
"10.1101/059980","10.1104/pp.17.01054","DEU"
"10.1101/044099","10.1534/g3.116.030452","USA"
"10.1101/051482","10.1139/cjfas-2016-0069","CAN"
"10.1101/028282","10.1038/ng.3571","USA"
"10.1101/001040","10.1371/journal.pone.0090714","USA"
"10.1101/004820","10.1111/1365-2745.12259","USA"
"10.1101/125138","10.1038/s41598-017-16813-4","USA"
"10.1101/075556","10.1091/mbc.e16-09-0674","DEU"
"10.1101/075556","10.1091/mbc.e16-09-0674","IND"
"10.1101/145508","10.1016/j.neuroscience.2017.11.009","IRL"
"10.1101/179564","10.1074/jbc.m117.813857","USA"
"10.1101/160242","10.1002/prot.25362","USA"
"10.1101/049593","10.1086/693472","USA"
"10.1101/159871","10.1111/acer.13484","USA"
"10.1101/146654","10.1016/j.parint.2017.09.006","NOR"
"10.1101/005066","10.7554/elife.03542","GBR"
"10.1101/008458","10.1111/ecog.01701","CHE"
"10.1101/044289","10.1038/s41598-017-10012-x","ESP"
"10.1101/021717","10.1186/s12918-017-0447-8","USA"
"10.1101/021717","10.1186/s12918-017-0447-8","GBR"
"10.1101/088146","10.1038/nmeth.4332","USA"
"10.1101/055160","10.1038/nature22403","GBR"
"10.1101/092338","10.1002/yea.3235","USA"
"10.1101/084244","10.1534/g3.116.037986","CAN"
"10.1101/056101","10.1016/j.celrep.2016.12.019","AUT"
"10.1101/054205","10.1371/journal.pone.0163527","USA"
"10.1101/070193","10.1038/srep33883","USA"
"10.1101/068015","10.1016/j.bpc.2016.09.004","USA"
"10.1101/009225","10.1371/journal.pgen.1004920","DEU"
"10.1101/006411","10.1093/molbev/msu270","USA"
"10.1101/204800","10.1016/j.ydbio.2017.12.021","USA"
"10.1101/000778","10.1371/journal.pcbi.1003871","CHE"
"10.1101/042242","10.1080/20477724.2016.1211475","FRA"
"10.1101/103135","10.3758/s13415-017-0556-2","USA"
"10.1101/120519","10.7554/elife.27854","USA"
"10.1101/078204","10.1016/j.devcel.2017.09.018","GBR"
"10.1101/164996","10.1091/mbc.e17-07-0461","USA"
"10.1101/105221","10.1080/15384101.2017.1361064","USA"
"10.1101/157537","10.1038/s41598-017-12120-0","FRA"
"10.1101/115048","10.1016/j.jtbi.2017.10.003","FRA"
"10.1101/187898","10.1186/s13059-017-1318-8","HUN"
"10.1101/000067","10.1038/nature12904","USA"
"10.1101/022657","10.7717/peerj.3798","GBR"
"10.1101/116152","10.1186/s13059-017-1278-z","CHE"
"10.1101/094524","10.1038/nn.4591","USA"
"10.1101/122051","10.1002/1878-0261.12083","USA"
"10.1101/111831","10.1016/j.celrep.2017.05.091","USA"
"10.1101/120659","10.18632/aging.101231","AUS"
"10.1101/041525","10.1038/s41598-016-0005-4","FRA"
"10.1101/086645","10.1074/mcp.m116.064576","AUS"
"10.1101/011460","10.7717/peerj.1165","USA"
"10.1101/066860","10.1186/s12983-017-0196-y","USA"
"10.1101/078790","10.1038/srep42444","CHN"
"10.1101/070755","10.1038/srep38863","GBR"
"10.1101/074492","10.1111/nrm.12120","USA"
"10.1101/010371","10.1016/j.tpb.2015.05.002","USA"
"10.1101/007054","10.1093/nar/gkv136","USA"
"10.1101/010991","10.1038/srep09676","USA"
"10.1101/148221","10.1038/s41522-017-0042-1","GBR"
"10.1101/151761","10.1111/tra.12544","IND"
"10.1101/001883","10.1093/bioinformatics/btu523","GBR"
"10.1101/035543","10.1111/1755-0998.12552",NA
"10.1101/022780","10.1093/bioinformatics/btw028","USA"
"10.1101/153825","10.18632/oncotarget.22020","CHN"
"10.1101/122200","10.1093/infdis/jix450","USA"
"10.1101/188896","10.1186/s12711-017-0353-y","GBR"
"10.1101/128306","10.1093/nar/gkx626","CHE"
"10.1101/148742","10.1369/0022155417719419","ITA"
"10.1101/118026","10.1128/jcm.00462-17","GBR"
"10.1101/104471","10.1083/jcb.201610065","JPN"
"10.1101/076927","10.1371/journal.pone.0176335","USA"
"10.1101/089284","10.1038/ncomms14772","NLD"
"10.1101/012989","10.1016/j.cortex.2015.06.030","GBR"
"10.1101/012542","10.1371/journal.pone.0132628","USA"
"10.1101/005983","10.1093/bioinformatics/btv157","USA"
"10.1101/101451","10.1016/j.devcel.2017.02.001","USA"
"10.1101/101451","10.1016/j.devcel.2017.02.001","FRA"
"10.1101/081398","10.1016/j.cub.2017.01.012","USA"
"10.1101/085217","10.1371/journal.pcbi.1005337","ISR"
"10.1101/052555","10.1091/mbc.e16-05-0300","AUS"
"10.1101/052555","10.1091/mbc.e16-05-0300","CAN"
"10.1101/073585","10.1016/j.neuroimage.2016.12.048","FIN"
"10.1101/070235","10.1534/g3.116.034744","USA"
"10.1101/052241","10.7554/elife.18215","GBR"
"10.1101/006866","10.1038/gene.2014.56","CAN"
"10.1101/150078","10.1128/msphere.00277-17","USA"
"10.1101/130799","10.1002/psp4.12258","USA"
"10.1101/050989","10.1038/srep31597","GBR"
"10.1101/052399","10.1073/pnas.1605015113","USA"
"10.1101/027292","10.1016/j.bpj.2016.05.024","USA"
"10.1101/182410","10.1186/s13062-017-0202-5","NLD"
"10.1101/130385","10.1016/j.neuroimage.2017.10.034","GBR"
"10.1101/145888","10.1007/s10519-017-9881-z","CAN"
"10.1101/119081","10.1523/jneurosci.1061-17.2017","ITA"
"10.1101/099077","10.1016/j.jsb.2017.11.001","USA"
"10.1101/124750","10.1523/jneurosci.0938-17.2017","USA"
"10.1101/120394","10.1101/gr.222067.117","USA"
"10.1101/027763","10.1016/j.gene.2016.02.022","GRC"
"10.1101/017897","10.1016/j.neuroimage.2015.10.012","USA"
"10.1101/155887","10.1084/jem.20170438","USA"
"10.1101/094987","10.7717/peerj.3773","USA"
"10.1101/085837","10.1093/bioinformatics/btx165","ITA"
"10.1101/085837","10.1093/bioinformatics/btx165","USA"
"10.1101/098871","10.1261/rna.060749.117","IND"
"10.1101/080457","10.7717/peerj.3093","ESP"
"10.1101/000836","10.1371/journal.pone.0139429","DEU"
"10.1101/002964","10.1093/nar/gku1250","ESP"
"10.1101/015172","10.1098/rspb.2015.1498","CAN"
"10.1101/009795","10.1093/jhered/esv059","USA"
"10.1101/056838","10.1007/s10021-017-0114-3","USA"
"10.1101/040097","10.1038/ismej.2016.139","CHE"
"10.1101/061994","10.1038/srep34212","AUS"
"10.1101/048074","10.1038/srep31602","CAN"
"10.1101/048074","10.1038/srep31602","SAU"
"10.1101/034660","10.1038/jhg.2016.40","CHN"
"10.1101/128819","10.1128/mbio.01861-17","CAN"
"10.1101/106583","10.1111/2041-210x.12937","DEU"
"10.1101/095224","10.12688/f1000research.10529.1","FRA"
"10.1101/146100","10.1186/s13059-017-1353-5","USA"
"10.1101/179077","10.7554/elife.29144","USA"
"10.1101/160689","10.1016/j.margen.2017.11.001","GBR"
"10.1101/212324","10.1523/jneurosci.0588-17.2017","USA"
"10.1101/124875","10.3389/fnhum.2017.00490","POL"
"10.1101/110262","10.1093/bioinformatics/btx335","USA"
"10.1101/032474","10.3389/fgene.2016.00015","USA"
"10.1101/048660","10.1093/bioinformatics/btw483","USA"
"10.1101/168914","10.1186/s13321-017-0232-0","NLD"
"10.1101/088302","10.1002/hbm.23710","AUS"
"10.1101/111203","10.1534/genetics.117.201483","USA"
"10.1101/082032","10.1038/srep45303","USA"
"10.1101/078147","10.1107/s2059798317003412","GBR"
"10.1101/078147","10.1107/s2059798317003412","ZAF"
"10.1101/018549","10.1371/journal.pone.0134639","SWE"
"10.1101/018549","10.1371/journal.pone.0134639","ZAF"
"10.1101/073304","10.1038/srep41948","FRA"
"10.1101/093492","10.1371/journal.pgen.1006543","USA"
"10.1101/041541","10.1371/journal.pbio.2000640","CAN"
"10.1101/041541","10.1371/journal.pbio.2000640","USA"
"10.1101/056788","10.1038/ncomms14023","USA"
"10.1101/024430","10.1186/s12920-016-0228-z","CHN"
"10.1101/011080","10.1016/j.mbs.2015.04.002","GBR"
"10.1101/042812","10.1128/msystems.00027-16","USA"
"10.1101/111823","10.1152/jn.00158.2017","USA"
"10.1101/183129","10.1117/1.nph.4.4.045007","USA"
"10.1101/028753","10.1534/genetics.115.183913","USA"
"10.1101/017566","10.1534/genetics.115.178095","USA"
"10.1101/177352","10.1186/s12864-017-4312-3","CAN"
"10.1101/133546","10.7554/elife.28342","USA"
"10.1101/104521","10.1016/j.biosystems.2017.04.006","ITA"
"10.1101/141994","10.1038/nmeth.4461","USA"
"10.1101/104752","10.1038/s41598-017-15587-z","BRA"
"10.1101/129072","10.1074/jbc.m117.811356","JPN"
"10.1101/069534","10.1186/s12859-017-1856-9","USA"
"10.1101/134130","10.1038/s41598-017-12989-x","AUS"
"10.1101/135954","10.1093/hmg/ddx260","DEU"
"10.1101/014951","10.1016/j.humimm.2015.08.001","USA"
"10.1101/076273","10.1371/journal.ppat.1006560","DEU"
"10.1101/107722","10.1073/pnas.1705977114","USA"
"10.1101/008979","10.1186/s12862-017-0998-8","DEU"
"10.1101/060558","10.1016/j.bpj.2017.05.005","GBR"
"10.1101/078618","10.1534/genetics.116.192708","FRA"
"10.1101/077818","10.1371/journal.pbio.2001069","CHE"
"10.1101/088682","10.1098/rsif.2016.1003","DNK"
"10.1101/088682","10.1098/rsif.2016.1003","AUS"
"10.1101/047480","10.1002/ecy.1757","USA"
"10.1101/014217","10.1371/journal.ppat.1005257","USA"
"10.1101/018879","10.1371/journal.pcbi.1004507","USA"
"10.1101/081240","10.3389/fnbeh.2017.00008","USA"
"10.1101/103671","10.1371/journal.pone.0172422","GBR"
"10.1101/032359","10.1371/journal.pcbi.1005267","USA"
"10.1101/002600","10.1371/journal.pgen.1005223","NLD"
"10.1101/054312","10.1016/j.neuron.2016.07.036","USA"
"10.1101/047456","10.1186/s12862-016-0816-8","ESP"
"10.1101/144790","10.1128/aem.02020-17","AUS"
"10.1101/128520","10.1038/nbt.4038","USA"
"10.1101/113779","10.1534/genetics.117.300448","USA"
"10.1101/099747","10.1038/s41467-017-02424-0","AUT"
"10.1101/168047","10.1016/j.jtbi.2017.12.021","USA"
"10.1101/003731","10.1186/1471-2164-15-717","USA"
"10.1101/042192","10.1016/j.tpb.2016.07.003","USA"
"10.1101/001958","10.1089/cmb.2014.0029","USA"
"10.1101/108985","10.1073/pnas.1704877114","USA"
"10.1101/110437","10.5599/admet.5.2.376","GBR"
"10.1101/165571","10.1038/s41598-017-16765-9","FRA"
"10.1101/116038","10.1128/mbio.01412-17","DEU"
"10.1101/026898","10.3389/fninf.2016.00004","GRC"
"10.1101/026898","10.3389/fninf.2016.00004","GBR"
"10.1101/063933","10.1371/journal.ppat.1006419","USA"
"10.1101/065284","10.1038/s41598-017-03073-5","DEU"
"10.1101/088351","10.1186/s12915-017-0367-5","GBR"
"10.1101/051631","10.1371/journal.pgen.1006599","USA"
"10.1101/021923","10.1073/pnas.1512977112","FRA"
"10.1101/014365","10.1186/s12918-015-0189-4","FRA"
"10.1101/071019","10.1371/journal.pcbi.1005404","USA"
"10.1101/106112","10.1007/s13238-016-0360-8","CHN"
"10.1101/069724","10.1534/g3.116.037044","USA"
"10.1101/043182","10.1111/jeb.13027","GBR"
"10.1101/064139","10.1371/journal.pone.0163063","USA"
"10.1101/122986","10.7554/elife.28086","GBR"
"10.1101/144816","10.1093/jamia/ocx120","USA"
"10.1101/001834","10.1371/journal.pone.0106689","USA"
"10.1101/001834","10.1371/journal.pone.0106689","FRA"
"10.1101/029892","10.1038/srep32387","NOR"
"10.1101/030940","10.1534/genetics.115.184598","SWZ"
"10.1101/009928","10.1093/gbe/evv083","CHE"
"10.1101/055947","10.7554/elife.14472","USA"
"10.1101/028068","10.1186/s13059-016-0992-2","GBR"
"10.1101/002808","10.1371/journal.pone.0099117","FRA"
"10.1101/000950","10.1093/mp/ssu003","USA"
"10.1101/157032","10.7554/elife.30056","USA"
"10.1101/166249","10.1038/s41467-017-01415-5","FRA"
"10.1101/166348","10.1186/s12859-017-1789-3","BRA"
"10.1101/075044","10.1016/j.yjmcc.2017.09.006","USA"
"10.1101/047845","10.1186/s13059-016-0975-3","USA"
"10.1101/097915","10.1038/s41598-017-08080-0","FRA"
"10.1101/105411","10.1534/g3.117.040915","CAN"
"10.1101/126813","10.1038/s41467-017-00165-8","FRA"
"10.1101/095067","10.1186/s13024-017-0191-y","USA"
"10.1101/043174","10.1159/000477432","GBR"
"10.1101/090613","10.1371/journal.pntd.0005640","USA"
"10.1101/119222","10.12688/f1000research.11290.1","AUS"
"10.1101/116400","10.1016/j.conb.2017.03.015","USA"
"10.1101/058420","10.1093/biolinnean/blw030","USA"
"10.1101/080044","10.1038/srep45494","CZE"
"10.1101/038133","10.3758/s13428-017-0873-y","FRA"
"10.1101/001982","10.1038/srep20109","KOR"
"10.1101/022368","10.1073/pnas.1511912112","USA"
"10.1101/012955","10.1107/s1399004715007415","USA"
"10.1101/053512","10.1371/journal.pone.0167357","USA"
"10.1101/062588","10.1101/gr.211854.116","USA"
"10.1101/010363","10.1073/pnas.1418631112","FRA"
"10.1101/010363","10.1073/pnas.1418631112","USA"
"10.1101/063081","10.1007/s10822-016-9971-7","USA"
"10.1101/009654","10.1016/j.tig.2014.09.010","CHE"
"10.1101/005611","10.1371/journal.pone.0103207","AUS"
"10.1101/043117","10.1111/1462-2920.13455","FRA"
"10.1101/015677","10.1093/ijnp/pyv063","USA"
"10.1101/155788","10.1016/j.psyneuen.2017.12.015","GBR"
"10.1101/132027","10.1016/j.celrep.2017.11.015","DEU"
"10.1101/154179","10.1007/s00248-017-1096-6","USA"
"10.1101/141218","10.1186/s13287-017-0659-2","ESP"
"10.1101/020487","10.1021/acssynbio.5b00064","USA"
"10.1101/046797","10.1016/j.tim.2016.04.008","CHE"
"10.1101/023564","10.7717/peerj.1718","USA"
"10.1101/028720","10.1016/j.genrep.2016.01.001","IRN"
"10.1101/121822","10.1371/journal.pgen.1006964","USA"
"10.1101/090274","10.1534/g3.117.043596","USA"
"10.1101/116731","10.1242/bio.025684","SWE"
"10.1101/066456","10.1073/pnas.1620161114","USA"
"10.1101/066456","10.1073/pnas.1620161114","ITA"
"10.1101/062869","10.1007/s00338-017-1583-8","USA"
"10.1101/034132","10.1016/j.mehy.2017.03.027","FIN"
"10.1101/079038","10.1371/journal.pone.0174253","USA"
"10.1101/107870","10.1242/jcs.196857","USA"
"10.1101/026013","10.1101/gad.272187.115","USA"
"10.1101/014092","10.1016/j.neuroimage.2015.03.067","DEU"
"10.1101/016543","10.1534/genetics.115.178509","USA"
"10.1101/013920","10.1093/bioinformatics/btv222","GBR"
"10.1101/072298","10.1371/journal.pone.0169431","JPN"
"10.1101/015511","10.3389/fmicb.2015.00316","NZL"
"10.1101/037176","10.1002/hbm.23208","GBR"
"10.1101/036186","10.3389/fpls.2016.00885","GBR"
"10.1101/151175","10.1073/pnas.1710920114","USA"
"10.1101/175836","10.7554/elife.31234","USA"
"10.1101/161000","10.1073/pnas.1711415114","USA"
"10.1101/150474","10.1007/s10822-017-0083-9","GBR"
"10.1101/130567","10.1103/physrevlett.119.147801","USA"
"10.1101/121111","10.7554/elife.29218","USA"
"10.1101/025239","10.1093/nar/gkv1497","CHE"
"10.1101/095265","10.1534/g3.117.041806","USA"
"10.1101/091041","10.1098/rspb.2017.0228","USA"
"10.1101/091041","10.1098/rspb.2017.0228","ESP"
"10.1101/116764","10.1021/acs.jcim.7b00159","SWE"
"10.1101/052183","10.1038/s41598-017-05957-y","FRA"
"10.1101/094169","10.1128/mbio.00511-17","DEU"
"10.1101/096438","10.1534/genetics.116.199497","DEU"
"10.1101/142745","10.1073/pnas.1617799114","USA"
"10.1101/107961","10.1111/mec.14275","NZL"
"10.1101/026393","10.1093/hmg/ddw314","USA"
"10.1101/047167","10.1371/journal.pone.0172545","CAN"
"10.1101/008508","10.1002/ece3.1802","AUS"
"10.1101/020453","10.1038/ncomms10162","GBR"
"10.1101/043075","10.7554/elife.16070","USA"
"10.1101/055061","10.1534/g3.116.033241","EST"
"10.1101/055061","10.1534/g3.116.033241","NOR"
"10.1101/055061","10.1534/g3.116.033241","FIN"
"10.1101/013052","10.1534/genetics.114.173815","USA"
"10.1101/048058","10.1073/pnas.1613601113","USA"
"10.1101/002881","10.1002/cpe.3236","CAN"
"10.1101/082636","10.1152/jn.00808.2017","USA"
"10.1101/172148","10.1016/j.neuroimage.2017.12.088","GBR"
"10.1101/073262","10.1093/beheco/arx068","USA"
"10.1101/035105","10.1038/ncomms12342","USA"
"10.1101/026310","10.1186/1471-2105-16-s19-s6","CAN"
"10.1101/026310","10.1186/1471-2105-16-s19-s6","BRA"
"10.1101/208587","10.1186/s12974-017-1015-2","USA"
"10.1101/143727","10.7554/elife.29089","USA"
"10.1101/112391","10.1038/ismej.2017.91","USA"
"10.1101/156349","10.1038/nbt.3963","USA"
"10.1101/086124","10.1016/j.neubiorev.2017.10.001","BRA"
"10.1101/166074","10.3389/fimmu.2017.01221","USA"
"10.1101/152595","10.1038/s41598-017-11241-w","FRA"
"10.1101/024364","10.7554/elife.10696","GBR"
"10.1101/099572","10.1093/molbev/msx150","NLD"
"10.1101/163006","10.3389/fnins.2017.00487","GBR"
"10.1101/146464","10.1016/j.bpj.2017.06.023","DEU"
"10.1101/109140","10.1093/nar/gkx361","USA"
"10.1101/109140","10.1093/nar/gkx361","GBR"
"10.1101/104414","10.1016/j.jneumeth.2017.06.004","USA"
"10.1101/069351","10.1371/journal.pgen.1006773","SWE"
"10.1101/081984","10.1016/j.biopsych.2017.01.017","GBR"
"10.1101/087429","10.1016/j.jchb.2017.02.002","POL"
"10.1101/034785","10.1186/s12864-016-2539-z","USA"
"10.1101/006551","10.1093/bioinformatics/btv071","USA"
"10.1101/003616","10.1371/journal.pone.0125906","GBR"
"10.1101/009365","10.1111/jeb.12592","SWE"
"10.1101/040238","10.7554/elife.19276","USA"
"10.1101/008482","10.1038/ncomms6187","USA"
"10.1101/004788","10.1242/dev.117796","USA"
"10.1101/123745","10.1242/jeb.162024","CAN"
"10.1101/149062","10.1073/pnas.1708954115","DNK"
"10.1101/061325","10.1126/sciadv.1700362","GBR"
"10.1101/033076","10.1534/genetics.115.185363","GBR"
"10.1101/021006","10.1534/genetics.115.179473","DEU"
"10.1101/033522","10.1128/aac.00464-16","USA"
"10.1101/043190","10.1111/mec.13677",NA
"10.1101/180158","10.1099/jgv.0.000979","GBR"
"10.1101/141721","10.1016/j.ymben.2017.12.002","GBR"
"10.1101/141721","10.1016/j.ymben.2017.12.002","FRA"
"10.1101/150227","10.1038/s41564-017-0061-y","CAN"
"10.1101/148072","10.1038/s41467-017-01178-z","USA"
"10.1101/021501","10.1016/j.celrep.2016.01.043","USA"
"10.1101/115907","10.7554/elife.27347","USA"
"10.1101/090308","10.1098/rsif.2016.0938","GBR"
"10.1101/095042","10.1021/acs.jpclett.6b02657","KOR"
"10.1101/082693","10.1523/jneurosci.3413-16.2017","USA"
"10.1101/074658","10.1007/s00429-017-1396-0","USA"
"10.1101/020099","10.1016/j.humimm.2015.11.017","USA"
"10.1101/007088","10.1093/bioinformatics/btv488","USA"
"10.1101/020891","10.1016/j.cels.2015.08.013","USA"
"10.1101/062661","10.1038/srep40094","GBR"
"10.1101/062091","10.12688/f1000research.9211.1","DEU"
"10.1101/039214","10.3389/fgene.2016.00210","IRL"
"10.1101/005363","10.1111/evo.12621","USA"
"10.1101/068767","10.1073/pnas.1607674113","USA"
"10.1101/014787","10.1073/pnas.1416533112","GBR"
"10.1101/122168","10.1093/jxb/erx256","USA"
"10.1101/129171","10.1523/eneuro.0154-17.2017","FRA"
"10.1101/059550","10.1186/s12859-016-1230-3","USA"
"10.1101/050443","10.1016/j.humimm.2016.05.002","USA"
"10.1101/061986","10.1083/jcb.201702188","GBR"
"10.1101/155432","10.1038/s41598-017-17114-6","BRA"
