"PREPRINT_DOI","PREPRINT_TITLE","PREPRINT_POSTED_DATE"
"10.1101/073981","a spatially resolved network spike in model neuronal cultures reveals nucleation centers, circular traveling waves and drifting spiral waves",2016-09-08
"10.1101/073676","13c metabolic flux ratio analysis by direct measurement of free metabolic intermediates in l. mexicana using gas chromatography-mass spectrometry",2016-09-08
"10.1101/074070","insertion patterns of p{lacw} and p{ep} artificial transposons on the third chromosome of drosophila melanogaster",2016-09-08
"10.1101/073619","hichip: efficient and sensitive analysis of protein-directed genome architecture",2016-09-08
"10.1101/073783","a self-initiated two-alternative forced choice paradigm for head-fixed mice",2016-09-08
"10.1101/073700","assessing the public health impact of tolerance-based therapies with mathematical models",2016-09-08
"10.1101/074047","mtquant: ""seeing"" beyond the diffraction limit in fluorescence images to quantify neuronal microtubule organization",2016-09-08
"10.1101/074112","phylogenetic factorization of compositional data",2016-09-08
"10.1101/073668","secondary-structure prediction revisited: pß and pc represent structures of amyloids and aid elucidating phenomena in interspecies transmissions of prion.",2016-09-08
"10.1101/074088","design of vaccine trials during outbreaks with and without a delayed vaccination comparator",2016-09-08
"10.1101/074096","learning to cooperate: the evolution of social rewards in repeated interactions",2016-09-08
"10.1101/074062","the impact of the newly licensed dengue vaccine in endemic countries",2016-09-08
"10.1101/074104","assessing data quality in citizen science - preprint",2016-09-08
"10.1101/073973","overcoming confounding plate effects in differential expression analyses of single-cell rna-seq data",2016-09-08
"10.1101/073692","power analysis of single cell rna-sequencing experiments",2016-09-08
"10.1101/074153","improving genetic diagnosis in mendelian disease with transcriptome sequencing",2016-09-08
"10.1101/074401","stochastic dynamics of genetic broadcasting networks",2016-09-09
"10.1101/074294","mapping of long-range chromatin interactions by proximity ligation assisted chip-seq",2016-09-09
"10.1101/074450","local genetic effects on gene expression across 44 human tissues",2016-09-09
"10.1101/074245","a framework for rna quality correction in differential expression analysis",2016-09-09
"10.1101/074443","the impact of rare variation on gene expression across tissues",2016-09-09
"10.1101/074484","shared roles of dorsal and subgenual anterior cingulate cortices in economic decisions",2016-09-09
"10.1101/073734","prefrontal cortical control of a brainstem social behavior circuit",2016-09-09
"10.1101/074385","who's who? detecting and resolving sample anomalies in human dna sequencing studies with peddy.",2016-09-09
"10.1101/074328","fitness effects of thermal stress differ between outcrossing and selfing populations in caenorhabditis elegans",2016-09-09
"10.1101/074237","dna fountain enables a robust and efficient storage architecture",2016-09-09
"10.1101/074419","distant regulatory effects of genetic variation in multiple human tissues",2016-09-09
"10.1101/074138","automated visualization of rule-based models",2016-09-09
"10.1101/074310","re-evaluation of snp heritability in complex human traits",2016-09-09
"10.1101/074369","a single intracellular protein governs the critical transition from an individual to a coordinated population response during quorum sensing: origins of primordial language",2016-09-09
"10.1101/074518","genome-wide reconstruction of complex structural variants using read clouds",2016-09-10
"10.1101/074336","a phenomenological spatial model for macro-ecological patterns in species-rich ecosystems",2016-09-10
"10.1101/073452","close genetic relationships between a spousal pair with autism-affected children and high minor allele content in cases in autism-associated snps",2016-09-10
"10.1101/074500","rapid metagenomic next-generation sequencing during an investigation of hospital-acquired human parainfluenza virus 3 infections",2016-09-10
"10.1101/074377","properties of compostite feedback-feedforward pulse generating motifs.",2016-09-10
"10.1101/074393","simulation model for dynamics of three types of annual plants",2016-09-10
"10.1101/074260","mathiomica: an integrative platform for dynamic omics",2016-09-10
"10.1101/074492","a numerus population viability and harvesting analyses web app",2016-09-10
"10.1101/074609","top-down beta oscillatory signaling conveys behavioral context to primary visual cortex",2016-09-11
"10.1101/074666","joint analysis of area and thickness as a replacement for the analysis of cortical volume",2016-09-11
"10.1101/074559","identification of quercetin from fruits to immediately fight zika",2016-09-11
"10.1101/074633","thermally moderated firefly activity is delayed by precipitation extremes",2016-09-11
"10.1101/074690","valuation in major depression is intact and stable in a non-learning environment",2016-09-11
"10.1101/074625","predicting binding free energies: frontiers and benchmarks",2016-09-11
"10.1101/074658","global reduction of information exchange during anesthetic-induced unconsciousness",2016-09-11
"10.1101/074682","estimating the causal tissues for complex traits and diseases",2016-09-11
"10.1101/074542","validation of reference genes for rt-qpcr in marine bivalve ecotoxicology: systematic review and case study",2016-09-11
"10.1101/074617","revealing complex ecological dynamics via symbolic regression",2016-09-11
"10.1101/074641","design principles of autocatalytic cycles constrain enzyme kinetics and force low substrate saturation at flux branch points",2016-09-11
"10.1101/074732","fast algorithm for determining orientations using angular correlation functions and bayesian statistics",2016-09-12
"10.1101/074252","uchime2: improved chimera prediction for amplicon sequencing",2016-09-12
"10.1101/074799","relating dynamic brain states to dynamic machine states: human and machine solutions to the speech recognition problem",2016-09-12
"10.1101/074849","metagenomic sequencing of dung beetle intestinal contents directly detects and identifies mammalian fauna",2016-09-12
"10.1101/074773","a bromodomain-dna interaction facilitates acetylation-dependent bivalent nucleosome recognition by the bet protein brdt",2016-09-12
"10.1101/074823","prima: a gene-centered, rna-to-protein method for mapping rna-protein interactions",2016-09-12
"10.1101/074708","rabix: an open-source workflow executor supporting recomputability and interoperability of workflow descriptions",2016-09-12
"10.1101/074724","chromatin marks govern mutation landscape of cancer at early stage of progression",2016-09-12
"10.1101/074716","universal attenuators and their interactions with feedback loops in gene regulatory networks",2016-09-12
"10.1101/074807","annotation and differential analysis of alternative splicing using de novo assembly of rnaseq data",2016-09-12
"10.1101/074286","directed network discovery with dynamic network modeling",2016-09-12
"10.1101/074831","hdp-align: hierarchical dirichlet process clustering for multiple peak alignment of liquid chromatography mass spectrometry data.",2016-09-12
"10.1101/074781","quantifying the extent to which index event biases influence large genetic association studies",2016-09-12
"10.1101/074989","resurrected protein interaction networks reveal the innovation potential of ancient whole genome duplication",2016-09-13
"10.1101/074971","temporal mixture modelling of single-cell rna-seq data resolves a cd4+ t cell fate bifurcation",2016-09-13
"10.1101/074898","optokinetic nystagmus reflects perceptual directions in the onset binocular rivalry in parkinson's disease",2016-09-13
"10.1101/074963","cotranslational assembly imposes evolutionary constraints on homomeric proteins",2016-09-13
"10.1101/074583","the impact of migratory flyways on the spread of avian influenza virus in north america",2016-09-13
"10.1101/074476","na-dene populations descend from the paleo-eskimo migration into america",2016-09-13
"10.1101/074054","evidence that low socioeconomic position accentuates genetic susceptibility to obesity",2016-09-13
"10.1101/075044","functionally redundant control of cardiac hypertrophic signaling by inositol 1,4,5-trisphosphate receptors",2016-09-13
