PREPRINT_DOI,ARTICLE_DOI,SOURCETITLE,ARTICLE_CREATED_DATE,AUTHOR_CNT,TYPE,FIRST_AUTHOR_AGE,LAST_AUTHOR_AGE,FIRST_AUTHOR_IS_FEMALE,LAST_AUTHOR_IS_FEMALE,FIRST_AUTHOR_IS_US,LAST_AUTHOR_IS_US,FIRST_AUTHOR_TOP100_INSTITUTE,LAST_AUTHOR_TOP100_INSTITUTE,IS_OA,IF
10.1101/038422,10.1093/jxb/erw457,journal of experimental botany,2016-11-24,6,Deposited,4,17,1,1,0,0,0,0,1,6.05
10.1101/076828,10.1098/rspb.2017.0125,proceedings of the royal society b: biological sciences,2017-03-08,3,Deposited,4,21,0,0,0,0,0,0,1,4.72
10.1101/061606,10.1101/gr.212092.116,genome research,2016-11-10,8,Deposited,4,21,0,0,1,1,0,0,1,12.66
10.1101/045740,10.1186/s12862-016-0838-2,bmc evolutionary biology,2016-12-01,3,Deposited,3,14,1,1,0,0,0,0,1,3.07
10.1101/014464,10.1534/genetics.115.174920,genetics,2015-03-14,2,Deposited,0,16,0,0,1,0,0,0,1,4.51
10.1101/044925,10.1093/bioinformatics/btw369,bioinformatics,2016-06-19,2,Deposited,0,12,1,0,1,1,0,1,1,7.08
10.1101/036962,10.1093/bioinformatics/btw167,bioinformatics,2016-03-30,5,Deposited,0,3,0,0,1,1,0,0,1,7.08
10.1101/036418,10.1016/j.celrep.2016.08.081,cell reports,2016-09-28,9,Deposited,5,20,1,0,1,1,0,0,1,8.77
10.1101/053140,10.1111/evo.13046,evolution,2016-09-05,1,Deposited,12,12,0,0,1,1,0,0,0,4.03
10.1101/002832,10.1186/s13059-014-0550-8,genome biology,2014-12-16,3,Deposited,3,8,0,0,1,0,0,0,1,10.52
10.1101/002907,10.1371/journal.pbio.1002042,plos biology,2015-01-27,4,Deposited,8,15,1,1,1,1,1,0,1,8.27
10.1101/134510,10.1093/bioinformatics/btx691,bioinformatics,2017-10-27,4,Deposited,1,15,0,0,0,0,0,1,1,5.88
10.1101/033852,10.1371/journal.pone.0160413,plos one,2016-08-09,4,Deposited,0,20,0,0,0,0,0,0,1,3.02
10.1101/026658,10.1371/journal.pgen.1006132,plos genetics,2016-07-05,2,Deposited,2,13,0,0,1,1,0,0,1,6.02
10.1101/001743,10.1242/bio.20147633,biology open,2014-04-05,3,Deposited,0,18,1,0,0,0,1,1,1,2.6
10.1101/041772,10.1101/gad.280578.116,genes and development,2016-07-12,1,Deposited,20,20,1,1,1,1,1,1,1,9.96
10.1101/051607,10.1038/srep27389,scientific reports,2016-06-07,3,Deposited,0,19,NA,NA,0,0,1,1,1,4.53
10.1101/003327,10.15252/msb.20145216,molecular systems biology,2014-07-02,5,Deposited,8,17,0,0,0,0,1,1,1,11.71
10.1101/176271,10.1038/nsmb.3494,nature structural and molecular biology,2017-10-19,8,Deposited,6,14,0,0,1,1,1,1,1,12.35
10.1101/164566,10.1080/20423489.2017.1393191,new journal of botany,2017-12-22,3,Deposited,0,5,NA,NA,0,0,0,1,0,0.31
10.1101/124446,10.15252/msb.20177697,molecular systems biology,2017-11-28,17,Deposited,0,21,1,0,0,0,0,0,1,7.82
10.1101/145268,10.1038/s41598-017-16286-5,scientific reports,2017-11-17,6,Deposited,12,21,0,NA,0,1,0,0,1,4.28
10.1101/186197,10.1016/j.jtbi.2017.10.032,journal of theoretical biology,2017-11-02,6,Deposited,1,15,0,0,0,0,0,0,0,1.95
10.1101/171488,10.1016/j.nbd.2017.10.011,neurobiology of disease,2017-10-16,7,Deposited,3,22,0,0,1,1,0,0,1,5.26
10.1101/157354,10.1371/journal.pgen.1007013,plos genetics,2017-09-18,4,Deposited,14,21,1,0,1,1,0,0,1,5.31
10.1101/112227,10.1021/acs.nanolett.7b02716,nano letters,2017-09-21,18,Deposited,0,13,0,0,1,1,1,1,1,12.19
10.1101/030759,10.1534/g3.116.028712,"g3: genes, genomes, genetics",2016-06-17,5,Deposited,8,20,1,1,1,1,1,1,1,2.67
10.1101/026666,10.3389/fnsys.2016.00011,frontiers in systems neuroscience,2016-02-17,3,Deposited,14,14,0,0,1,1,0,0,1,3.51
10.1101/106765,10.1111/mec.14324,molecular ecology,2017-08-17,2,Deposited,18,17,NA,NA,0,0,0,0,1,5.44
10.1101/141762,10.1038/nature23455,nature,2017-08-08,17,Deposited,3,16,1,0,1,1,0,1,1,35.52
10.1101/120725,10.7554/elife.26868,elife,2017-07-24,6,Deposited,9,21,0,0,0,0,0,0,1,7.01
10.1101/103572,10.1016/j.cub.2017.06.018,current biology,2017-07-06,4,Deposited,10,15,1,1,1,1,0,0,1,6.33
10.1101/088088,10.1534/g3.117.040204,"g3: genes, genomes, genetics",2017-02-11,7,Deposited,1,21,0,0,0,0,0,0,1,2.7
10.1101/018424,10.1101/gr.193367.115,genome research,2015-10-31,3,Deposited,3,18,1,0,0,0,0,0,1,12.89
10.1101/019141,10.1186/s13059-015-0805-z,genome biology,2015-11-02,2,Deposited,1,8,1,0,0,0,1,1,1,13.5
10.1101/014936,10.1534/g3.115.019554,"g3: genes, genomes, genetics",2015-06-12,2,Deposited,19,8,0,0,1,1,0,0,1,3.01
10.1101/081042,10.1111/evo.13191,evolution,2017-01-31,1,Deposited,6,6,1,1,0,0,0,0,0,3.89
10.1101/047290,10.1038/mp.2017.5,molecular psychiatry,2017-02-14,9,Deposited,16,2,NA,NA,0,0,0,0,1,10.29
10.1101/054023,10.1186/s13073-016-0396-7,genome medicine,2017-01-24,9,Deposited,0,21,1,1,1,1,0,0,1,7.71
10.1101/013151,10.1534/g3.114.015784,"g3: genes, genomes, genetics",2015-03-21,6,Deposited,1,19,1,0,0,0,0,0,1,3.01
10.1101/067579,10.1038/srep37706,scientific reports,2016-11-22,3,Deposited,8,14,0,0,1,0,1,1,1,4.53
10.1101/060517,10.1093/gbe/evw219,genome biology and evolution,2016-09-08,5,Deposited,4,20,1,0,0,0,0,0,1,4.03
10.1101/069385,10.1073/pnas.1605856113,proceedings of the national academy of sciences of the united states of america,2016-09-07,12,Deposited,6,20,0,0,1,1,0,0,1,10.11
10.1101/127852,10.1534/g3.117.300192,"g3: genes, genomes, genetics",2017-12-02,3,Deposited,0,12,0,0,0,0,0,0,1,2.7
10.1101/204198,10.1128/aem.02302-17,applied and environmental microbiology,2017-12-01,3,Deposited,5,13,0,0,0,0,0,0,1,3.69
10.1101/156075,10.1523/jneurosci.1774-17.2017,journal of neuroscience,2017-11-24,2,Deposited,0,22,0,0,1,1,0,0,1,5.87
10.1101/039925,10.1093/jac/dkw173,journal of antimicrobial chemotherapy,2016-06-01,8,Deposited,1,11,0,1,0,0,0,0,1,4.95
10.1101/036954,10.1111/mec.13645,molecular ecology,2016-04-11,3,Deposited,9,12,0,0,1,1,1,1,0,5.4
10.1101/049585,10.1111/cgf.12925,computer graphics forum,2016-07-04,5,Deposited,3,10,NA,NA,0,0,0,0,1,2.36
10.1101/194472,10.1007/s00335-017-9728-1,mammalian genome,2017-12-02,11,Deposited,0,14,1,1,1,1,0,0,1,2.68
10.1101/094847,10.1128/msphere.00347-16,msphere,2017-02-24,3,Deposited,0,21,0,0,1,1,0,0,1,3.42
10.1101/143529,10.1111/nph.14812,new phytologist,2017-09-25,7,Deposited,11,14,1,0,1,1,1,1,1,7.44
10.1101/002048,10.1016/j.bpj.2014.02.009,biophysical journal,2014-03-21,3,Deposited,5,11,0,NA,1,1,0,1,1,3.92
10.1101/042846,10.1214/17-aoas1052,annals of applied statistics,2017-12-28,1,Deposited,10,10,0,0,1,1,1,1,1,1.66
10.1101/058867,10.1016/j.funbio.2017.06.004,fungal biology,2017-06-23,8,Deposited,7,13,NA,0,0,0,0,0,0,2.66
10.1101/060277,10.1093/bioinformatics/btx023,bioinformatics,2017-01-21,11,Deposited,7,21,NA,0,1,1,0,0,1,5.88
10.1101/036160,10.1111/gtc.12492,genes to cells,2017-05-05,5,Deposited,14,19,0,0,0,0,0,0,1,2.01
10.1101/042838,10.1093/nar/gkw772,nucleic acids research,2016-09-06,5,Deposited,6,19,0,0,0,0,0,0,1,10.34
10.1101/046128,10.12688/f1000research.9720.1,f1000research,2017-01-12,2,Deposited,7,20,0,0,1,1,0,0,1,1.7
10.1101/023713,10.1534/g3.115.023358,"g3: genes, genomes, genetics",2015-11-10,6,Deposited,19,19,1,0,1,1,1,0,1,3.01
10.1101/064535,10.1038/nmeth.4083,nature methods,2016-11-28,13,Deposited,0,10,0,0,1,1,1,0,1,19.88
10.1101/030825,10.1093/bioinformatics/btw149,bioinformatics,2016-03-19,2,Deposited,7,8,1,0,0,0,0,0,1,7.08
10.1101/002956,10.1186/s13059-014-0503-2,genome biology,2014-11-14,8,Deposited,0,10,0,0,1,1,0,0,1,10.52
10.1101/101527,10.1038/s41562-017-0225-z,nature human behaviour,2017-10-08,6,Deposited,8,16,1,0,1,1,0,0,1,NA
10.1101/087338,10.1093/bioinformatics/btx623,bioinformatics,2017-09-28,2,Deposited,5,10,0,0,1,1,0,0,1,5.88
10.1101/002972,10.3389/fbioe.2016.00042,frontiers in bioengineering and biotechnology,2016-05-23,5,Deposited,4,12,1,0,1,1,0,0,1,3.29
10.1101/140012,10.1093/molbev/msx246,molecular biology and evolution,2017-09-19,21,Deposited,10,20,0,0,0,0,0,0,1,6.18
10.1101/041285,10.1534/g3.116.028324,"g3: genes, genomes, genetics",2016-08-01,9,Deposited,0,15,0,0,1,1,0,0,1,2.67
10.1101/104208,10.1128/msphere.00054-17,msphere,2017-03-16,7,Deposited,0,20,1,0,1,1,0,0,1,3.42
10.1101/123695,10.1523/jneurosci.1004-17.2017,journal of neuroscience,2017-09-26,2,Deposited,11,21,1,0,1,1,0,0,1,5.87
10.1101/147793,10.1038/s41598-017-13748-8,scientific reports,2017-10-11,5,Deposited,5,19,1,1,0,0,0,0,1,4.28
10.1101/147595,10.1091/mbc.e17-06-0350,molecular biology of the cell,2017-08-31,9,Deposited,10,15,1,1,1,1,0,0,1,3.63
10.1101/029066,10.1038/s41598-017-14523-5,scientific reports,2017-10-24,9,Deposited,12,19,0,0,1,1,1,1,1,4.28
10.1101/168385,10.1007/s10827-017-0668-2,journal of computational neuroscience,2017-11-15,4,Deposited,3,22,0,0,0,0,0,0,0,1.7
10.1101/138610,10.1083/jcb.201705113,journal of cell biology,2017-07-31,8,Deposited,6,14,0,1,0,0,1,1,1,7.6
10.1101/115873,10.1038/s41598-017-10199-z,scientific reports,2017-09-11,4,Deposited,1,12,0,0,1,1,0,0,1,4.28
10.1101/160978,10.1038/s41467-017-00645-x,nature communications,2017-09-11,13,Deposited,1,18,0,0,1,1,0,0,1,12.26
10.1101/019083,10.1104/pp.15.01971,plant physiology,2016-02-20,8,Deposited,2,15,1,0,1,1,0,0,1,6.57
10.1101/110742,10.1088/1478-3975/aa7bae,physical biology,2017-07-28,5,Deposited,0,14,0,0,1,1,0,0,1,1.63
10.1101/149534,10.1371/journal.pone.0184126,plos one,2017-08-30,1,Deposited,13,13,0,0,0,0,0,0,1,2.88
10.1101/118661,10.7554/elife.26933,elife,2017-07-18,9,Deposited,1,21,1,1,0,0,0,0,1,7.01
10.1101/059105,10.1534/genetics.116.193425,genetics,2016-12-23,6,Deposited,13,21,0,0,0,0,0,0,1,4.49
10.1101/104067,10.1186/s13072-017-0141-5,epigenetics and chromatin,2017-07-04,2,Deposited,2,17,0,0,0,0,0,0,1,5.38
10.1101/080697,10.1111/2041-210x.12814,methods in ecology and evolution,2017-05-18,4,Deposited,7,17,0,0,0,0,0,0,0,6.1
10.1101/082685,10.1093/nar/gkx082,nucleic acids research,2017-02-15,6,Deposited,2,19,0,0,1,1,0,0,1,11.4
10.1101/127662,10.1016/j.bpj.2017.04.012,biophysical journal,2017-05-23,8,Deposited,0,21,0,0,0,0,1,1,1,3.31
10.1101/095703,10.3389/fpsyg.2017.00374,frontiers in psychology,2017-03-16,6,Deposited,6,13,1,0,0,0,1,1,1,1.99
10.1101/022731,10.1186/s12864-015-2313-7,bmc genomics,2015-12-29,10,Deposited,1,6,1,0,1,1,0,0,1,4.25
10.1101/022772,10.1002/bit.25693,biotechnology and bioengineering,2015-07-02,5,Deposited,3,14,1,0,1,1,1,1,0,4.4
10.1101/078394,10.1111/tpj.13463,plant journal,2016-12-21,2,Deposited,3,18,0,0,1,1,0,0,1,5.99
10.1101/071654,10.1371/journal.pone.0171951,plos one,2017-02-10,9,Deposited,12,21,0,1,0,0,0,0,1,2.88
10.1101/078923,10.1016/j.epidem.2017.01.001,epidemics,2017-01-18,3,Deposited,4,21,0,0,0,0,0,0,1,3.47
10.1101/005793,10.1073/pnas.1410631112,proceedings of the national academy of sciences of the united states of america,2015-05-12,6,Deposited,7,16,0,0,1,1,0,0,1,10.35
10.1101/062745,10.1038/srep36508,scientific reports,2016-11-07,5,Deposited,0,20,0,0,0,0,0,0,1,4.53
10.1101/031443,10.1534/g3.116.032342,"g3: genes, genomes, genetics",2016-08-01,14,Deposited,5,20,0,0,0,0,0,0,1,2.67
10.1101/159210,10.1111/jeb.13232,journal of evolutionary biology,2017-12-29,4,Deposited,7,15,NA,NA,0,0,0,0,1,2.47
10.1101/189621,10.1523/jneurosci.2658-17.2017,journal of neuroscience,2017-12-08,6,Deposited,11,22,1,0,1,1,0,0,1,5.87
10.1101/179341,10.1073/pnas.1714712114,proceedings of the national academy of sciences of the united states of america,2017-12-05,9,Deposited,0,21,1,0,1,1,1,0,1,9.69
10.1101/181396,10.1111/nph.14921,new phytologist,2017-12-05,8,Deposited,4,10,0,0,0,0,0,0,1,7.44
10.1101/201798,10.1038/s41588-017-0008-5,nature genetics,2017-12-13,7,Deposited,1,14,0,1,0,0,0,0,0,25.72
10.1101/144089,10.1186/s12864-017-4293-2,bmc genomics,2017-12-02,6,Deposited,2,17,1,0,1,1,0,0,1,3.82
10.1101/187492,10.1523/jneurosci.2664-17.2017,journal of neuroscience,2017-11-29,4,Deposited,5,21,0,0,0,0,0,0,1,5.87
10.1101/141796,10.1073/pnas.1708625114,proceedings of the national academy of sciences of the united states of america,2017-11-07,6,Deposited,3,19,1,1,1,1,1,1,1,9.69
10.1101/096214,10.1111/add.13975,addiction,2017-08-09,3,Deposited,14,21,1,0,0,0,1,1,1,4.67
10.1101/114660,10.1093/jhered/esx055,journal of heredity,2017-06-07,4,Deposited,6,18,0,NA,0,0,0,0,1,2.13
10.1101/135426,10.1038/gene.2017.10,genes and immunity,2017-06-01,10,Deposited,5,18,NA,NA,1,1,0,0,1,2.43
10.1101/035667,10.1186/s13059-016-0953-9,genome biology,2016-05-06,16,Deposited,0,14,0,0,1,1,0,0,1,12.8
10.1101/019737,10.7554/elife.08714,elife,2016-03-02,96,Deposited,12,20,0,0,0,0,0,0,1,6.55
10.1101/117069,10.1186/s12864-017-4095-6,bmc genomics,2017-09-05,5,Deposited,0,8,0,0,0,0,0,0,1,3.82
10.1101/115055,10.1371/journal.pgen.1006919,plos genetics,2017-08-10,2,Deposited,0,13,1,0,1,1,0,0,1,5.31
10.1101/142174,10.3389/fphys.2017.00497,frontiers in physiology,2017-07-14,1,Deposited,16,16,0,0,0,0,0,0,1,3.25
10.1101/058628,10.1111/1758-2229.12540,environmental microbiology reports,2017-04-21,8,Deposited,7,18,0,0,0,0,0,0,0,2.89
10.1101/068031,10.1093/nar/gkx091,nucleic acids research,2017-02-09,4,Deposited,7,16,0,0,1,1,0,0,1,11.4
10.1101/138099,10.1073/pnas.1707687114,proceedings of the national academy of sciences of the united states of america,2017-07-12,12,Deposited,7,3,1,1,0,0,1,1,1,9.69
10.1101/076109,10.1091/mbc.e16-07-0536,molecular biology of the cell,2017-04-13,8,Deposited,1,8,0,0,0,0,1,1,1,3.63
10.1101/079848,10.1016/j.biopsycho.2017.02.004,biological psychology,2017-03-01,8,Deposited,19,21,0,0,0,0,0,0,0,2.86
10.1101/067884,10.1186/s13059-017-1171-9,genome biology,2017-03-01,16,Deposited,9,11,1,0,0,0,0,0,1,11.44
10.1101/018655,10.1016/j.cels.2015.09.007,cell systems,2015-10-25,26,Deposited,0,9,0,0,0,0,0,0,1,NA
10.1101/020974,10.1534/genetics.115.179432,genetics,2015-09-19,13,Deposited,2,19,0,0,1,1,0,0,1,4.51
10.1101/013425,10.1093/bioinformatics/btv311,bioinformatics,2015-05-21,7,Deposited,18,19,0,0,1,1,0,0,1,6.73
10.1101/067546,10.1186/s12936-016-1641-7,malaria journal,2016-12-20,16,Deposited,9,20,0,0,0,0,0,1,1,2.86
10.1101/054247,10.1016/j.neuron.2016.08.007,neuron,2016-09-09,5,Deposited,4,20,0,0,1,1,1,1,1,14.47
10.1101/038257,10.1371/journal.pone.0161791,plos one,2016-08-26,3,Deposited,4,19,0,1,1,1,0,0,1,3.02
10.1101/111500,10.1093/ije/dyx204,international journal of epidemiology,2017-08-30,5,Deposited,5,22,1,1,0,0,1,1,1,6.83
10.1101/048728,10.1002/jobm.201600247,journal of basic microbiology,2016-06-03,3,Deposited,1,0,0,1,0,0,0,0,0,1.55
10.1101/025569,10.1214/15-sts542,statistical science,2016-05-24,4,Deposited,16,20,0,0,1,1,0,0,0,1.9
10.1101/089979,10.1242/jeb.165811,journal of experimental biology,2017-10-10,3,Deposited,2,15,0,0,0,0,0,0,1,3.25
10.1101/123133,10.7554/elife.27396,elife,2017-09-19,8,Deposited,10,21,0,0,1,1,0,0,1,7.01
10.1101/160663,10.1534/genetics.117.300191,genetics,2017-08-24,6,Deposited,7,9,0,0,0,0,1,1,1,3.85
10.1101/151506,10.3389/fpsyg.2017.01606,frontiers in psychology,2017-09-20,6,Deposited,10,21,0,1,1,1,0,0,1,1.99
10.1101/047902,10.1016/j.dsr.2016.04.004,deep-sea research part i: oceanographic research papers,2016-04-10,2,Deposited,6,19,0,0,1,1,0,0,0,2.74
10.1101/083618,10.1091/mbc.e16-11-0756,molecular biology of the cell,2017-07-13,7,Deposited,4,17,0,0,1,0,0,0,1,3.63
10.1101/068049,10.1093/nar/gkw1358,nucleic acids research,2017-01-19,7,Deposited,0,11,0,0,0,0,0,0,1,11.4
10.1101/127589,10.1523/jneurosci.1031-17.2017,journal of neuroscience,2017-06-29,3,Deposited,1,14,1,0,1,0,0,0,1,5.87
10.1101/084764,10.1002/prot.25272,"proteins: structure, function and bioinformatics",2017-02-27,2,Deposited,0,21,1,0,0,0,0,0,0,2.2
10.1101/013250,10.1101/gr.188516.114,genome research,2015-09-02,5,Deposited,3,18,1,1,1,1,1,1,1,12.89
10.1101/013698,10.1186/s13073-015-0167-x,genome medicine,2015-05-02,3,Deposited,8,14,1,1,0,0,0,0,1,4.93
10.1101/045245,10.1038/srep40201,scientific reports,2017-01-10,4,Deposited,7,2,1,0,1,0,0,1,1,4.28
10.1101/008318,10.1007/s11538-014-0050-8,bulletin of mathematical biology,2014-12-30,3,Deposited,2,12,1,1,0,0,1,1,0,1.52
10.1101/062331,10.1387/ijdb.160186gm,international journal of developmental biology,2016-08-16,2,Deposited,7,20,0,1,1,0,1,1,1,2.07
10.1101/003285,10.1101/gr.174920.114,genome research,2014-10-02,26,Deposited,6,10,0,0,1,1,0,0,1,16
10.1101/040980,10.1534/genetics.116.190496,genetics,2016-07-14,2,Deposited,2,10,NA,0,0,0,1,1,1,4.49
10.1101/032490,10.1534/genetics.115.185066,genetics,2016-03-31,2,Deposited,16,20,0,0,0,0,0,0,1,4.49
10.1101/005017,10.1371/journal.pgen.1004434,plos genetics,2014-06-26,1,Deposited,18,18,0,0,1,1,0,0,1,7.96
10.1101/167056,10.7717/peerj.4167,peerj,2017-12-14,6,Deposited,0,20,0,0,0,0,0,0,1,2.18
10.1101/097741,10.1038/s41467-017-01874-w,nature communications,2017-11-20,5,Deposited,4,11,0,0,1,1,1,1,1,12.26
10.1101/076034,10.1093/nar/gkx756,nucleic acids research,2017-08-17,5,Deposited,0,11,0,1,0,0,0,0,1,11.4
10.1101/155044,10.1016/j.molcel.2017.11.023,molecular cell,2017-12-07,12,Deposited,1,14,0,0,1,1,0,0,1,14.26
10.1101/129999,10.1534/genetics.117.300306,genetics,2017-09-21,2,Deposited,8,21,0,0,1,1,1,1,1,3.85
10.1101/021246,10.1371/journal.pone.0148203,plos one,2016-02-01,3,Deposited,10,16,0,0,1,1,0,0,1,3.02
10.1101/129908,10.7554/elife.27283,elife,2017-07-26,11,Deposited,12,21,1,0,1,1,0,0,1,7.01
10.1101/117408,10.1016/j.cortex.2017.07.019,cortex,2017-08-09,3,Deposited,4,14,1,0,0,0,1,1,1,4.59
10.1101/109215,10.1038/s41598-017-09690-4,scientific reports,2017-08-18,2,Deposited,4,20,0,0,0,0,0,0,1,4.28
10.1101/155978,10.1016/j.cell.2017.07.043,cell,2017-08-10,5,Deposited,7,21,0,1,1,1,1,1,1,26.71
10.1101/117846,10.1534/genetics.117.201970,genetics,2017-06-20,4,Deposited,6,19,0,0,0,0,1,1,1,3.85
10.1101/101253,10.1534/g3.117.042283,"g3: genes, genomes, genetics",2017-05-26,7,Deposited,6,21,1,0,0,0,1,1,1,2.7
10.1101/107383,10.1038/oncsis.2017.15,oncogenesis,2017-04-17,16,Deposited,21,11,NA,NA,1,1,1,0,1,4.31
10.1101/092726,10.1038/srep44598,scientific reports,2017-03-16,8,Deposited,10,19,1,1,0,0,0,0,1,4.28
10.1101/105593,10.1111/gtc.12483,genes to cells,2017-03-20,5,Deposited,0,21,1,1,0,0,0,0,1,2.01
10.1101/054031,10.1101/gr.209924.116,genome research,2017-01-04,5,Deposited,5,19,0,0,0,0,0,0,1,10.31
10.1101/073296,10.1186/s12859-017-1489-z,bmc bioinformatics,2017-01-31,6,Deposited,0,14,0,0,1,1,0,0,1,2.26
10.1101/043372,10.1038/nmicrobiol.2016.242,nature microbiology,2016-12-19,6,Deposited,7,16,0,0,1,1,0,0,0,NA
10.1101/032136,10.1016/j.jmb.2016.11.005,journal of molecular biology,2016-11-29,4,Deposited,3,21,0,0,1,0,0,0,0,4.62
10.1101/021758,10.1186/s13742-016-0111-z,gigascience,2016-01-28,3,Deposited,13,19,0,1,0,0,0,0,1,6.26
10.1101/070094,10.1534/genetics.116.193979,genetics,2016-11-10,3,Deposited,3,21,0,0,0,0,0,0,1,4.49
10.1101/004101,10.1186/s13059-015-0645-x,genome biology,2015-04-13,9,Deposited,9,10,1,0,1,1,0,0,1,13.5
10.1101/039933,10.3389/fnagi.2016.00183,frontiers in aging neuroscience,2016-08-03,4,Deposited,11,13,1,0,1,1,0,0,1,4.59
10.1101/011585,10.1093/pcp/pcu183,plant and cell physiology,2014-11-29,4,Deposited,14,19,0,0,0,0,0,0,1,5.54
10.1101/097360,10.1039/c7sc00247e,chemical science,2017-12-08,10,Deposited,1,12,0,0,1,1,0,0,1,8.83
10.1101/048579,10.1016/j.bpj.2014.09.044,biophysical journal,2014-12-02,5,Deposited,2,17,0,0,1,1,1,1,1,3.92
10.1101/038497,10.1534/genetics.115.185702,genetics,2016-02-09,3,Deposited,10,18,1,0,1,1,1,1,1,4.49
10.1101/008185,10.1186/s12864-016-2647-9,bmc genomics,2016-07-19,2,Deposited,4,11,0,0,0,0,0,0,1,3.88
10.1101/001784,10.1126/science.1250939,science,2014-06-26,4,Deposited,7,9,0,0,1,1,1,1,1,30.98
10.1101/182428,10.1111/nph.14946,new phytologist,2017-12-16,4,Deposited,11,20,1,1,0,0,0,0,1,7.44
10.1101/129387,10.1371/journal.pcbi.1005775,plos computational biology,2017-10-02,3,Deposited,1,21,0,0,0,0,1,0,1,4.02
10.1101/143016,10.1371/journal.pone.0185250,plos one,2017-09-21,8,Deposited,0,12,1,0,1,1,1,1,1,2.88
10.1101/015537,10.1093/bioinformatics/btv523,bioinformatics,2015-09-10,5,Deposited,9,13,0,0,0,0,0,0,1,6.73
10.1101/045252,10.1093/cercor/bhx138,cerebral cortex,2017-05-17,9,Deposited,3,21,0,0,1,1,1,1,1,5.52
10.1101/159053,10.1038/s41598-017-09111-6,scientific reports,2017-08-11,11,Deposited,0,21,1,0,0,0,1,1,1,4.28
10.1101/081075,10.1021/acssynbio.6b00304,acs synthetic biology,2017-01-04,4,Deposited,0,19,0,0,0,0,0,0,0,5.46
10.1101/049759,10.1074/jbc.m116.770792,journal of biological chemistry,2017-05-31,3,Deposited,6,21,1,0,1,1,0,0,1,4.04
10.1101/046805,10.1371/journal.pgen.1006777,plos genetics,2017-06-08,21,Deposited,5,21,0,0,0,0,0,0,1,5.31
10.1101/080721,10.1111/mec.14111,molecular ecology,2017-03-19,12,Deposited,2,21,1,0,0,0,0,0,0,5.44
10.1101/031518,10.1038/nature22034,nature,2017-04-11,43,Deposited,15,7,0,0,1,1,1,0,1,35.52
10.1101/059717,10.7554/elife.18722,elife,2016-11-15,4,Deposited,1,18,0,0,0,0,0,0,1,6.55
10.1101/025106,10.1371/journal.pone.0144514,plos one,2015-12-15,7,Deposited,6,19,0,0,1,1,0,1,1,3.45
10.1101/066126,10.1186/s13073-017-0406-4,genome medicine,2017-02-22,1,Deposited,9,9,0,0,1,1,1,1,1,7.71
10.1101/032516,10.1261/rna.057273.116,rna,2016-11-23,1,Deposited,20,20,0,0,0,0,0,0,1,4.5
10.1101/070375,10.7554/elife.21492,elife,2017-01-13,3,Deposited,8,21,0,NA,1,1,1,1,1,7.01
10.1101/073619,10.1038/nmeth.3999,nature methods,2016-09-19,7,Deposited,3,19,0,0,1,1,1,1,1,19.88
10.1101/094003,10.1093/bioinformatics/btx688,bioinformatics,2017-10-27,4,Deposited,3,11,1,0,0,1,0,0,1,5.88
10.1101/130864,10.1093/gbe/evx256,genome biology and evolution,2017-12-02,9,Deposited,0,9,0,0,1,1,0,0,1,4.24
10.1101/164020,10.1016/j.devcel.2017.12.004,developmental cell,2017-12-28,10,Deposited,11,17,0,0,1,1,1,0,1,9.66
10.1101/006635,10.1523/jneurosci.2767-14.2014,journal of neuroscience,2014-10-22,2,Deposited,0,0,1,0,0,0,1,1,1,6.94
10.1101/044206,10.1371/journal.pone.0160169,plos one,2016-08-11,7,Deposited,9,0,1,1,0,0,0,0,1,3.02
10.1101/021170,10.1093/bioinformatics/btw198,bioinformatics,2016-04-20,4,Deposited,3,16,NA,NA,1,1,1,1,1,7.08
10.1101/039313,10.1007/s10750-016-2921-5,hydrobiologia,2016-08-12,4,Deposited,0,15,1,0,0,0,1,1,0,2.1
10.1101/042200,10.1093/nar/gkw396,nucleic acids research,2016-05-11,5,Deposited,2,15,0,0,0,0,0,0,1,10.34
10.1101/099929,10.18632/oncotarget.22842,oncotarget,2017-12-02,8,Deposited,0,10,0,0,0,0,0,0,1,4.72
10.1101/076455,10.3389/fnins.2017.00479,frontiers in neuroscience,2017-08-25,5,Deposited,9,21,1,0,0,0,0,0,1,3.92
10.1101/098210,10.1523/eneuro.0173-17.2017,eneuro,2017-08-15,4,Deposited,0,21,0,0,0,0,0,0,1,1.87
10.1101/079095,10.1038/s41467-017-01007-3,nature communications,2017-10-06,5,Deposited,7,8,0,0,1,1,0,0,1,12.26
10.1101/077461,10.3389/fnins.2017.00504,frontiers in neuroscience,2017-09-15,2,Deposited,3,12,0,0,0,0,0,0,1,3.92
10.1101/146837,10.7554/elife.29118,elife,2017-09-04,8,Deposited,18,1,0,0,1,1,0,0,1,7.01
10.1101/175638,10.1371/journal.pcbi.1005732,plos computational biology,2017-09-08,4,Deposited,0,15,0,0,0,0,0,0,1,4.02
10.1101/028456,10.1016/j.cell.2016.03.030,cell,2016-04-15,6,Deposited,2,19,0,1,1,1,0,0,1,25.92
10.1101/165258,10.1186/s12859-017-1767-9,bmc bioinformatics,2017-07-27,3,Deposited,0,3,0,0,1,1,0,0,1,2.26
10.1101/062224,10.1101/gr.212308.116,genome research,2017-04-20,6,Deposited,6,21,0,0,0,0,0,0,1,10.31
