"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE","INSTITUTION_FULL"
"10.1101/051854","10.1534/genetics.116.191197","AUT","Vienna Graduate School of Population Genetics"
"10.1101/051854","10.1534/genetics.116.191197","AUT","Vetmeduni Vienna, Institut fur Populationsgenetik"
"10.1101/057786","10.1038/srep32969","DEU","Max Planck Institute for the Science of Human History, Department of Archaeogenetics"
"10.1101/057786","10.1038/srep32969","DEU","University of Tubingen, Archaeo- and Palaeogenetics, Institute for Archaeological Sciences"
"10.1101/113969","10.1111/mec.14426","GBR","University of Edinburgh, Institute of Evolutionary Biology, Ashworth Laboratories"
"10.1101/157743","10.1128/msphere.00521-17","USA","Boston College, Department of Biology"
"10.1101/147819","10.1093/pcp/pcx135","ESP","Campus Universitario de Espinardo, CEBAS-CSIC, Department Plant Breeding"
"10.1101/153098","10.7554/elife.29224","USA","Stanford University, Department of Chemistry"
"10.1101/153098","10.7554/elife.29224","USA","Stanford University, Department of Biology"
"10.1101/153098","10.7554/elife.29224","USA","Massachusetts Institute of Technology, Department of Chemistry"
"10.1101/153098","10.7554/elife.29224","USA","Stanford University, Department of Genetics"
"10.1101/125369","10.1128/jcm.01160-17","USA","Massachusetts General Hospital, Division of Infectious Diseases"
"10.1101/125369","10.1128/jcm.01160-17","USA","Harvard Medical School"
"10.1101/020149","10.1111/2041-210x.12563","USA","University of California, Department of Evolution and Ecology"
"10.1101/139733","10.1371/journal.pgen.1007075","USA","Michigan State University, BEACON Center for the Study of Evolution in Action, Department of Integrative Biology"
"10.1101/139733","10.1371/journal.pgen.1007075","USA","SUNY Oswego, Department of Biological Sciences"
"10.1101/127746","10.1094/mpmi-05-17-0114-fi","NLD","Wageningen University, Laboratory of Phytopathology"
"10.1101/127746","10.1094/mpmi-05-17-0114-fi","NZL","Bio-Protection Research Centre"
"10.1101/127746","10.1094/mpmi-05-17-0114-fi","NZL","Massey University, Institute of Agriculture and Environment, Laboratory of Molecular Plant Pathology"
"10.1101/112110","10.1021/acssynbio.7b00088","CHE","Ecole Polytechnique Federale de Lausanne, School of Engineering, Institute of Bioengineering"
"10.1101/169391","10.1038/s41467-017-01082-6","USA","Northwestern University, Department of Chemical and Biological Engineering"
"10.1101/193524","10.3390/toxins9110362","SWE","Sahlgrenska Academy, University of Gothenburg, Institute of Clinical Sciences"
"10.1101/193524","10.3390/toxins9110362","TUR","Hacettepe University, Faculty of Science, Department of Biology"
"10.1101/136937","10.7554/elife.28468","USA","Michigan State University, Department of Biochemistry and Molecular Biology"
"10.1101/136937","10.7554/elife.28468","USA","Cornell University, School of Integrative Plant Sciences, Section of Plant Biology"
"10.1101/031419","10.1186/s12920-016-0178-5","CAN","Western University, Schulich School of Medicine and Dentistry, Department of Biochemistry"
"10.1101/039297","10.1371/journal.pcbi.1005572","RUS","Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry"
"10.1101/049783","10.1128/mbio.00374-17","GBR","University of Nottingham, Centre for Biomolecular Sciences, School of Life Sciences"
"10.1101/049783","10.1128/mbio.00374-17","USA","University of Dayton, Department of Biology"
"10.1101/049783","10.1128/mbio.00374-17","GBR","University of Bath, Department of Biology and Biochemistry"
"10.1101/105460","10.1083/jcb.201611104","USA","San Francisco, University of California, Tetrad Graduate Program"
"10.1101/105460","10.1083/jcb.201611104","USA","San Francisco, University of California, Department of Cell and Tissue Biology"
"10.1101/101394","10.15252/embj.201796632","GBR","University of Oxford, Sir William Dunn School of Pathology"
"10.1101/032623","10.1016/j.neuroimage.2016.03.063","DEU","Free University Berlin, Department of Education and Psychology"
"10.1101/032623","10.1016/j.neuroimage.2016.03.063","USA","MIT, Computer Science and Artificial Intelligence Laboratory"
"10.1101/091124","10.1186/s12862-017-0949-4","GBR","University of Oxford, Department of Zoology"
"10.1101/088617","10.1111/jmi.12559","USA","Indiana University, Department of Biology"
"10.1101/011510","10.1093/bfgp/elv018","USA","The Pennsylvania State University"
"10.1101/071696","10.1371/journal.pgen.1006508","USA","Vanderbilt University, Department of Chemistry"
"10.1101/053397","10.1038/ismej.2016.168","USA","Iowa State University, Department of Agricultural and Biosystems Engineering"
"10.1101/066399","10.1371/journal.pgen.1006496","USA","University of Oklahoma, Department of Microbiology and Plant Biology"
"10.1101/043240","10.1186/s12864-016-2966-x","USA","Oregon Health and Science University"
"10.1101/043240","10.1186/s12864-016-2966-x","USA","Oregon National Primate Research Center, Primate Genetics Section"
"10.1101/013417","10.1111/ele.12449","USA","Department of Plant Biology, University of Minnesota"
"10.1101/058982","10.1371/journal.pone.0165606","GBR","Newcastle University, Institute of Neuroscience"
"10.1101/058982","10.1371/journal.pone.0165606","USA","Feinstein Institute for Medical Research, Center for Bioelectronic Medicine"
"10.1101/192880","10.1152/jn.00839.2017","CAN","University of Western Ontario, The Brain and Mind Institute"
"10.1101/192880","10.1152/jn.00839.2017","CAN","University of Western Ontario, Department of Psychology"
"10.1101/158147","10.1186/s13321-017-0252-9","FRA","Universite Paris-Saclay, AgroParisTech, INRA"
"10.1101/150813","10.1091/mbc.e17-06-0392","USA","University of North Carolina at Chapel Hill, Department of Pathology and Laboratory Medicine"
"10.1101/150813","10.1091/mbc.e17-06-0392","USA","Department of Biology"
"10.1101/057174","10.1073/pnas.1717519115","USA","Iowa State University, Department of Plant Pathology and Microbiology"
"10.1101/129478","10.1158/0008-5472.can-17-1679","GBR","Well-come Genome Campus, OpenTargets"
"10.1101/129478","10.1158/0008-5472.can-17-1679","GBR","Wellcome Genome Campus, European Bioinformatics Institute, European Molecular Biology Laboratory"
"10.1101/006981","10.1371/journal.pgen.1004822","GBR","Department of Zoology, University of Cambridge"
"10.1101/006981","10.1371/journal.pgen.1004822","GBR","Institute of Integrative Biology, University of Liverpool"
"10.1101/005835","10.1371/journal.ppat.1004325","CHE","Department of Pathology and Immunology, Medical Faculty and University of Geneva"
"10.1101/039404","10.1534/genetics.116.188102","GBR","University of Edinburgh, School of Biological Sciences, Institute of Evolutionary Biology"
"10.1101/013169","10.1186/s12974-016-0567-x","CAN","Faculty of Medicine, CHU Ste-Justine Research Centre, Department of Neurosciences"
"10.1101/013169","10.1186/s12974-016-0567-x","USA","Department of Obstetrics and Gynecology, University of Washington"
"10.1101/013169","10.1186/s12974-016-0567-x","CAN","Lawson Health Research Institute, Department of Obstetrics and Gynaecology, University of Western Ontario"
"10.1101/013169","10.1186/s12974-016-0567-x","CAN","Faculty of Veterinary Medicine, Animal Reproduction Research Centre (CRRA), Universite de Montreal"
"10.1101/013169","10.1186/s12974-016-0567-x","CAN","Faculty of Medicine, CHU Ste-Justine Research Centre, Department of Obstetrics and Gynaecology"
"10.1101/114397","10.1186/s12859-017-1963-7","SGP","School of Computing, National University of Singapore"
"10.1101/114397","10.1186/s12859-017-1963-7","SGP","Computational and System Biology, A-STAR, Genome Institute of Singapore"
"10.1101/130906","10.1242/bio.027771","GBR","University of Manchester, Medicine and Health, Faculty of Biology"
"10.1101/124396","10.1038/s41598-017-16013-0","SWE","Ume? Plant Science Centre (UPSC), Ume? University, Department of Plant Physiology"
"10.1101/121400","10.1083/jcb.201703201","USA","San Francisco, University of California, Department of Cellular and Molecular Pharmacology"
"10.1101/121400","10.1083/jcb.201703201","USA","San Francisco, University of California, Howard Hughes Medical Institute"
"10.1101/104687","10.1038/s41598-017-12876-5","USA","University of Pennsylvania, Department of Psychology"
"10.1101/130252","10.1017/s0031182017001548","FRA","Univ. Montpellier, Montpellier SupAgro, IRD"
"10.1101/130252","10.1017/s0031182017001548","FRA","Laboratoire de Lyon, Unite de Virologie, ANSES"
"10.1101/134304","10.15252/embj.201797259","FRA","UMR9002 CNRS-Universite de Montpellier, Institute of Human Genetics, mRNA Regulation and Development"
"10.1101/017681","10.1016/j.meegid.2016.04.028","DEU","Martin-Luther University Halle-Wittenberg, Molecular Ecology, Institute of Biology"
"10.1101/118950","10.1111/age.12586","ESP","Center for Research in Agricultural Genomics (CSIC-IRTA-UAB-UB), Department of Animal Genetics"
"10.1101/106021","10.1016/j.bbr.2017.09.010","USA","Wayne State University College of Pharmacy and Health Sciences, Department of Pharmacy Practice"
"10.1101/068866","10.1111/gbb.12405","USA","Inc, PsychoGenics"
"10.1101/052001","10.1093/nar/gkx398","USA","Cornell University, Weill Institute for Cell and Molecular Biology"
"10.1101/052001","10.1093/nar/gkx398","USA","Cornell University, Department of Biological Statistics and Computational Biology"
"10.1101/052001","10.1093/nar/gkx398","USA","Cornell University, Department of Molecular Biology and Genetics"
"10.1101/102988","10.1016/j.bpj.2017.05.042","BEL","VIB-KU Leuven Center for Brain and Disease Research"
"10.1101/102988","10.1016/j.bpj.2017.05.042","ITA","Sapienza Universita di Roma, Dipartimento di Fisica"
"10.1101/126011","10.1371/journal.pgen.1006766","USA","Harvard University, Department of Molecular and Cellular Biology"
"10.1101/116277","10.1242/jcs.199398","JPN","National Institute of Information and Communications Technology (NICT), Advanced ICT Research Institute"
"10.1101/080887","10.1534/genetics.116.196808","USA","Cornell University, College of Veterinary Medicine, Department of Biomedical Sciences"
"10.1101/044578","10.1371/journal.pone.0175310","USA","Department of Genetics, Stanford University School of Medicine"
"10.1101/056986","10.1016/j.ecolind.2017.02.041","USA","Old Dominion University, Department of Biological Sciences"
"10.1101/028076","10.1371/journal.pcbi.1004636","DEU","Bernstein Center for Computational Neuroscience"
"10.1101/028076","10.1371/journal.pcbi.1004636","DEU","Georg-August University School of Science, Institute for Nonlinear Dynamics"
"10.1101/028076","10.1371/journal.pcbi.1004636","DEU","Max Planck Institute for Dynamics and Self-Organization, Department for Nonlinear Dynamics"
"10.1101/039784","10.1098/rsif.2016.0967","USA","Brandeis University, Department of Physics and Howard Hughes Medical Institute"
"10.1101/039784","10.1098/rsif.2016.0967","USA","Harvard University, Rowland Institute"
"10.1101/087882","10.1074/jbc.m116.770099","USA","UNC Chapel Hill, 5091 Genetic Medicine Bldg. CB7264, School of Medicine"
"10.1101/087882","10.1074/jbc.m116.770099","USA","UNC Chapel Hill, 5100H Genetic Medicine Bldg. CB7264, School of Medicine"
"10.1101/061317","10.3389/fmicb.2016.01952","CHE","University of Zurich, Department of Plant and Microbial Biology"
"10.1101/017434","10.1016/j.ajhg.2015.04.004","USA","Division of Genetic Medicine, Department of Pediatrics, University of Washington"
"10.1101/054015","10.1534/g3.116.031286","USA","University of Nebraska, Department of Agronomy and Horticulture"
"10.1101/069799","10.1371/journal.ppat.1005890","USA","University of Colorado Boulder, BioFrontiers Institute"
"10.1101/069799","10.1371/journal.ppat.1005890","USA","University of Texas at Austin, Section of Molecular Biosciences"
"10.1101/069799","10.1371/journal.ppat.1005890","USA","University of Idaho, Department of Biological Sciences"
"10.1101/031880","10.1371/journal.pntd.0004676","FRA","Institute for Research of Development (IRD), UM), IRD 224"
"10.1101/031880","10.1371/journal.pntd.0004676","CHE","University of Bern, Institute for Ecology and Evolution"
"10.1101/031880","10.1371/journal.pntd.0004676","FRA","UMR UMMISCO (UMI 209 IRD-UPMC)"
"10.1101/041665","10.4137/ebo.s39454","GBR","University of Sussex, School of Life Sciences, behaviour and environment"
"10.1101/041665","10.4137/ebo.s39454","GBR","The University of Edinburgh, Institute of Evolutionary Biology"
"10.1101/117101","10.1371/journal.pgen.1007081","GBR","School of Social and Community Medicine, MRC Integrative Epidemiology Unit (IEU) at the University of Bristol"
"10.1101/147884","10.1158/0008-5472.can-17-0802","USA","Dana-Farber Cancer Institute, Center for Cancer Computational Biology"
"10.1101/098467","10.1113/jp274915","GBR","University of Dundee, Ninewells Hospital and Medical School, School of Medicine"
"10.1101/134544","10.1242/dev.154229","FIN","University of Turku, Centre for Biotechnology"
"10.1101/025726","10.1111/ecog.02070","USA","Univ. of Idaho, Dept of Biological Sciences"
"10.1101/015230","10.1016/j.humimm.2015.09.011","USA","Children's Hospital Oakland Research Institute"
"10.1101/079335","10.1177/2472555217696797","AUS","the University of Melbourne, Department of Ophthalmology, Royal Victorian Eye and Ear Hospital"
"10.1101/039768","10.1016/j.tpb.2017.06.001","AUT","Institute of Science and Technology"
"10.1101/083964","10.1186/s12864-017-3879-z","USA","Department of Computer Science, University of Maryland"
"10.1101/030619","10.1186/s12864-017-3932-y","FRA","Molecular Microbial Pathogenesis Unit, Department of Cell Biology and Infection"
"10.1101/030619","10.1186/s12864-017-3932-y","FRA","Center of Bioinformatics, Biostatistics and Integrative Biology"
"10.1101/030619","10.1186/s12864-017-3932-y","FRA","Systems Biology Laboratory, Department of Genomes and Genetics"
"10.1101/057117","10.1186/s40168-017-0255-9","DEU","Berlin Center for Genomics in Biodiversity Research"
"10.1101/057117","10.1186/s40168-017-0255-9","DEU","Leibniz-Institute of Freshwater Ecology and Inland Fisheries"
"10.1101/057117","10.1186/s40168-017-0255-9","SWE","University of Gothenburg, Department of Biological and Environmental Sciences"
"10.1101/104778","10.1038/s41598-017-04402-4","USA","Graduate Center of the City University of New York"
"10.1101/039909","10.1128/msystems.00020-16","USA","Oregon State University, Mathematics Department"
"10.1101/112599","10.1073/pnas.1702312114","USA","University of California, Department of Molecular and Cell Biology"
