"PREPRINT_DOI","ARTICLE_DOI"
"10.1101/056150","10.1002/env.2440"
"10.1101/056044","10.1186/s12918-016-0380-2"
"10.1101/056010","10.1073/pnas.1611734114"
"10.1101/056101","10.1016/j.celrep.2016.12.019"
"10.1101/055574","10.1038/sdata.2017.35"
"10.1101/056069","10.1016/j.neuropsychologia.2016.06.034"
"10.1101/056002","10.1111/geb.12547"
"10.1101/056143","10.1039/c6sm02560a"
"10.1101/056085","10.1093/sysbio/syw089"
"10.1101/055947","10.7554/elife.14472"
"10.1101/055970","10.1074/mcp.m115.056481"
"10.1101/056093","10.1523/jneurosci.0027-17.2017"
"10.1101/056325","10.1038/s41559-017-0338-9"
"10.1101/056275","10.1038/ncomms12477"
"10.1101/056366","10.1104/pp.16.01030"
"10.1101/056317","10.1111/mec.14106"
"10.1101/056572","10.1186/s12859-016-1277-1"
"10.1101/056465","10.1091/mbc.e16-07-0506"
"10.1101/056457","10.1074/mcp.m115.056473"
"10.1101/056630","10.1523/jneurosci.0067-17.2017"
"10.1101/056614","10.1186/s40168-017-0244-z"
"10.1101/056762","10.1109/tbme.2016.2607183"
"10.1101/055871","10.1093/infdis/jiw642"
"10.1101/056598","10.1093/bioinformatics/btw757"
"10.1101/056861","10.1016/j.neuroimage.2018.01.037"
"10.1101/056283","10.1016/j.ajhg.2017.02.004"
"10.1101/056853","10.1126/sciadv.1603198"
"10.1101/056887","10.1038/nmeth.4035"
"10.1101/056291","10.1093/molbev/msw228"
"10.1101/056200","10.1186/s12859-016-1357-2"
"10.1101/056556","10.1002/ece3.2465"
"10.1101/057042","10.1128/mbio.01691-16"
"10.1101/056986","10.1016/j.ecolind.2017.02.041"
"10.1101/056945","10.1073/pnas.1609012114"
"10.1101/056267","10.7554/elife.17879"
"10.1101/056929","10.3897/mycokeys.16.9646"
"10.1101/056168","10.1534/genetics.116.192138"
"10.1101/055848","10.1371/journal.pone.0158442"
"10.1101/053280","10.3389/fonc.2016.00186"
"10.1101/056804","10.1214/17-aoas1091"
"10.1101/056788","10.1038/ncomms14023"
"10.1101/057117","10.1186/s40168-017-0255-9"
"10.1101/056838","10.1007/s10021-017-0114-3"
"10.1101/057232","10.1016/j.visres.2016.12.017"
"10.1101/055442","10.1111/mec.13955"
"10.1101/057455","10.1261/rna.059105"
"10.1101/056648","10.1186/s12879-017-2394-9"
"10.1101/057463","10.1088/1478-3975/aa609a"
"10.1101/057331","10.1128/mbio.01018-16"
"10.1101/057414","10.1093/bioinformatics/btw589"
"10.1101/057273","10.1371/journal.pone.0158857"
"10.1101/057729","10.7554/elife.20899"
"10.1101/057620","10.1002/hbm.23549"
"10.1101/057406","10.1523/eneuro.0178-16.2016"
"10.1101/057638","10.1038/ncomms13666"
"10.1101/057489","10.1016/j.ympev.2016.11.014"
"10.1101/056937","10.1016/j.gdata.2016.05.012"
"10.1101/057323","10.1038/s41598-017-09424-6"
"10.1101/057364","10.1152/jn.00275.2016"
"10.1101/057281","10.1126/sciadv.1601964"
"10.1101/057687","10.1093/cercor/bhx027"
"10.1101/057257","10.1016/j.bpj.2016.06.039"
"10.1101/057315","10.1111/1365-2664.12867"
"10.1101/057984","10.1534/genetics.116.192484"
"10.1101/055962","10.1038/ng.3834"
"10.1101/057083","10.1038/npp.2017.78"
"10.1101/057802","10.1038/nbt.3620"
"10.1101/058008","10.1534/genetics.116.192492"
"10.1101/058024","10.1371/journal.pbio.2000744"
"10.1101/058081","10.1242/jcs.194621"
"10.1101/057968","10.1091/mbc.e16-06-0395"
"10.1101/057182","10.1534/g3.116.032045"
"10.1101/058016","10.7554/elife.16813.001"
"10.1101/057919","10.1091/mbc.e16-06-0461"
"10.1101/058099","10.1016/j.epidem.2017.02.013"
"10.1101/056051","10.1111/brv.12312"
"10.1101/057935","10.1002/jor.23575"
"10.1101/057828","10.1038/nn.4353"
"10.1101/058032","10.1371/journal.pone.0171793"
"10.1101/057794","10.15252/embj.201695602"
"10.1101/057976","10.1093/bioinformatics/btw390"
"10.1101/057885","10.1186/s12864-016-3238-5"
"10.1101/057760","10.1099/mgen.0.000076"
"10.1101/057786","10.1038/srep32969"
"10.1101/058289","10.1038/ismej.2017.58"
"10.1101/058164","10.1038/nmeth.4324"
"10.1101/058214","10.1002/gepi.22050"
"10.1101/058263","10.1016/j.jtbi.2017.02.011"
"10.1101/058230","10.1534/genetics.116.193987"
"10.1101/058412","10.1111/evo.13229"
"10.1101/058388","10.1016/j.ajhg.2016.09.002"
"10.1101/058347","10.1038/ng.3761"
"10.1101/056515","10.1371/journal.pone.0189067"
"10.1101/058370","10.1016/j.forsciint.2017.02.027"
"10.1101/058438","10.1534/genetics.116.197285"
"10.1101/058420","10.1093/biolinnean/blw030"
"10.1101/058453","10.1534/genetics.116.192567"
"10.1101/058446","10.1093/molbev/msw144"
"10.1101/058495","10.1038/nn.4516"
"10.1101/058628","10.1111/1758-2229.12540"
"10.1101/058685","10.7554/elife.22152.001"
"10.1101/058693","10.1152/jn.00183.2017"
"10.1101/058578","10.1186/s12881-016-0359-2"
"10.1101/058743","10.1186/s12918-017-0436-y"
"10.1101/058776","10.1152/jn.00486.2016"
"10.1101/058545","10.3389/fncom.2016.00094"
"10.1101/058768","10.1371/journal.pcbi.1005589"
"10.1101/058784","10.1128/msystems.00067-16"
"10.1101/058974","10.1073/pnas.1718148115"
"10.1101/059014","10.1016/j.bbadis.2016.12.005"
"10.1101/059006","10.1093/molbev/msw197"
"10.1101/058826","10.1002/humu.23147"
"10.1101/058982","10.1371/journal.pone.0165606"
"10.1101/058933","10.1103/physrevx.6.041047"
"10.1101/059147","10.1371/journal.pcbi.1005136"
"10.1101/059071","10.1038/s41598-017-18687-y"
"10.1101/059204","10.1534/genetics.116.188870"
"10.1101/059055","10.1186/s12864-016-3195-z"
"10.1101/059105","10.1534/genetics.116.193425"
"10.1101/059279","10.1111/eva.12476"
"10.1101/058859","10.1186/s12936-016-1537-6"
"10.1101/059113","10.1016/j.jtbi.2018.03.006"
"10.1101/059220","10.1016/j.bpj.2018.01.013"
"10.1101/059089","10.1093/molbev/msw266"
"10.1101/059188","10.1038/nrn.2016.167"
"10.1101/057992","10.1038/nbt.3704"
"10.1101/059386","10.1371/journal.pone.0187373"
"10.1101/059329","10.1093/nar/gkw627"
"10.1101/059519","10.1002/acn3.369"
"10.1101/059451","10.1242/jcs.194019"
"10.1101/059550","10.1186/s12859-016-1230-3"
"10.1101/059436","10.1038/s41467-017-00323-y"
"10.1101/059485","10.1038/ng.3800"
"10.1101/059659","10.1186/s13072-016-0107-z"
"10.1101/059758","10.7554/elife.20552"
"10.1101/059626","10.1038/nprot.2017.016"
"10.1101/059741","10.1016/j.bpj.2017.02.029"
"10.1101/059642","10.1093/molbev/msx066"
"10.1101/059618","10.1371/journal.pcbi.1005649"
"10.1101/059766","10.1038/ng.3811"
"10.1101/059790","10.1371/journal.pbio.2000234"
"10.1101/059527","10.1093/molbev/msw254"
"10.1101/059717","10.7554/elife.18722"
"10.1101/059782","10.1073/pnas.1700557114"
"10.1101/059733","10.1038/sdata.2016.110"
"10.1101/059840","10.1371/journal.pone.0180174"
"10.1101/059873","10.1038/s41467-017-01037-x"
"10.1101/060111","10.1038/ncomms15309"
"10.1101/060046","10.1038/nature18961"
"10.1101/060079","10.1073/pnas.1617268114"
"10.1101/060129","10.1186/s12859-017-1518-y"
"10.1101/060061","10.1093/gbe/evx171"
"10.1101/060145","10.1136/bmjopen-2016-014920"
"10.1101/060160","10.1534/g3.116.032672"
"10.1101/060053","10.1007/s00792-017-0956-9"
"10.1101/060277","10.1093/bioinformatics/btx023"
"10.1101/059022","10.1101/gr.213587.116"
"10.1101/060269","10.1063/1.4961477"
"10.1101/060137","10.1186/s12862-017-0881-7"
"10.1101/060152","10.3389/fnmol.2016.00082"
"10.1101/060186","10.1101/gr.211748.116"
"10.1101/058602","10.1038/ncomms13999"
"10.1101/060384","10.1371/journal.pone.0164888"
"10.1101/060350","10.1080/15384101.2016.1261765"
"10.1101/060368","10.1186/s13059-017-1222-2"
"10.1101/060590","10.1038/s41598-017-08609-3"
"10.1101/060483","10.1534/genetics.116.193060"
"10.1101/060681","10.1038/srep38505"
"10.1101/060582","10.1016/j.neuron.2016.09.003"
"10.1101/060517","10.1093/gbe/evw219"
"10.1101/060673","10.1038/s41564-018-0124-8"
"10.1101/060608","10.1038/srep42023"
"10.1101/060293","10.1038/srep37045"
"10.1101/060665","10.1534/g3.116.032797"
"10.1101/055939","10.7554/elife.19145"
"10.1101/061135","10.1038/srep32674"
"10.1101/060780","10.1093/bioinformatics/btw724"
"10.1101/060947","10.3390/sym8090098"
"10.1101/061127","10.1002/yea.3214"
"10.1101/060855","10.1038/ncomms15288"
"10.1101/060988","10.7554/elife.25051.001"
"10.1101/060822","10.1038/s41598-017-02487-5"
"10.1101/060962","10.1016/j.molcel.2016.07.023"
"10.1101/060558","10.1016/j.bpj.2017.05.005"
"10.1101/061218","10.1534/g3.116.036228"
"10.1101/061010","10.1371/journal.pone.0162768"
"10.1101/061002","10.1371/journal.pone.0162639"
"10.1101/059964","10.1016/j.celrep.2016.08.096"
"10.1101/061390","10.1063/1.4966156"
"10.1101/061317","10.3389/fmicb.2016.01952"
"10.1101/061119","10.1016/j.pscychresns.2017.03.003"
"10.1101/061259","10.1162/jocn_a_01124"
"10.1101/061333","10.1534/g3.116.036012"
"10.1101/061267","10.1002/hbm.23803"
"10.1101/061283","10.3389/fnins.2016.00426"
"10.1101/061341","10.1103/physreve.95.032416"
"10.1101/061069","10.1016/j.jmgm.2016.08.009"
"10.1101/061325","10.1126/sciadv.1700362"
"10.1101/061036","10.1242/jeb.143818"
"10.1101/061416","10.1186/s13073-017-0458-5"
"10.1101/061184","10.1002/prot.25094"
"10.1101/061309","10.1038/srep43573"
"10.1101/061291","10.1016/j.nicl.2016.08.017"
"10.1101/061044","10.1016/j.ajic.2016.06.031"
"10.1101/061374","10.1093/gigascience/gix054"
"10.1101/060996","10.1038/srep39719"
"10.1101/061358","10.1038/srep39707"
"10.1101/061606","10.1101/gr.212092.116"
"10.1101/061234","10.1371/journal.pone.0172500"
"10.1101/061515","10.1186/s12918-017-0412-6"
"10.1101/061473","10.1016/j.evolhumbehav.2016.11.001"
"10.1101/061549","10.1111/1365-2656.12598"
"10.1101/061564","10.1534/genetics.116.193359"
"10.1101/061622","10.1007/s10900-017-0326-7"
"10.1101/061663","10.1073/pnas.1613365113"
"10.1101/061739","10.7554/elife.23203"
"10.1101/061770","10.1186/s12864-016-2877-x"
"10.1101/061747","10.1073/pnas.1608198113"
"10.1101/061762","10.1523/eneuro.0007-17.2017"
"10.1101/061846","10.1038/srep43208"
"10.1101/061952","10.1186/s12864-016-3451-2"
"10.1101/061911","10.1534/g3.117.041038"
"10.1101/061861","10.1038/srep38828"
"10.1101/062075","10.1002/gepi.22093"
"10.1101/062232","10.1186/s40168-016-0227-5"
"10.1101/062190","10.1371/journal.pone.0167351"
"10.1101/061598","10.1126/science.aag1322"
"10.1101/062257","10.7554/elife.18805"
"10.1101/062166","10.1098/rsbl.2016.0597"
"10.1101/062216","10.1534/genetics.117.300323"
"10.1101/062117","10.1101/gr.216465.116"
"10.1101/062224","10.1101/gr.212308.116"
"10.1101/062455","10.1093/molbev/msw264"
"10.1101/062331","10.1387/ijdb.160186gm"
"10.1101/062430","10.1074/jbc.m116.735977"
"10.1101/062356","10.1186/s13062-016-0140-7"
"10.1101/062323","10.1186/s12862-017-0983-2"
"10.1101/062372","10.1534/genetics.116.196386"
"10.1101/062299","10.1523/eneuro.0311-16.2017"
"10.1101/062422","10.1002/pmic.201500528"
"10.1101/062414","10.1038/ismej.2016.194"
"10.1101/062349","10.1016/j.jtbi.2017.07.027"
"10.1101/062760","10.1534/genetics.116.193565"
"10.1101/062547","10.1007/s00253-016-7771-6"
"10.1101/059410","10.1038/s41598-017-08877-z"
"10.1101/062679","10.1242/dev.150037"
"10.1101/062711","10.1016/j.brainresbull.2016.08.006"
"10.1101/062554","10.1002/gepi.22056"
"10.1101/062661","10.1038/srep40094"
"10.1101/062745","10.1038/srep36508"
"10.1101/062869","10.1007/s00338-017-1583-8"
"10.1101/063008","10.1093/nar/gkw1063"
"10.1101/062919","10.1038/srep39921"
"10.1101/063172","10.1007/s00439-016-1742-y"
"10.1101/062877","10.1016/j.cell.2017.03.006"
"10.1101/063222","10.1099/mic.0.000352"
"10.1101/063099","10.1371/journal.pgen.1006644"
"10.1101/063107","10.1016/j.cels.2017.04.007"
"10.1101/062836","10.1158/1541-7786.mcr-17-0185"
"10.1101/062943","10.1093/bioinformatics/btw797"
"10.1101/062588","10.1101/gr.211854.116"
"10.1101/062133","10.1002/ecy.1660"
"10.1101/062901","10.1186/s12918-017-0431-3"
"10.1101/063081","10.1007/s10822-016-9971-7"
"10.1101/062646","10.1111/gcb.13759"
"10.1101/063040","10.1371/journal.pone.0174775"
"10.1101/063206","10.1186/s12859-017-1678-9"
"10.1101/063271","10.1128/aem.02736-16"
"10.1101/062844","10.1007/s10592-016-0919-1"
"10.1101/062968","10.1186/s12863-016-0458-2"
"10.1101/062794","10.1098/rspb.2016.1845"
"10.1101/063115","10.1038/nmicrobiol.2016.240"
"10.1101/062570","10.1111/eva.12431"
"10.1101/063032","10.1186/s12915-016-0317-7"
"10.1101/063289","10.7554/elife.18449"
"10.1101/063321","10.1016/j.bbagen.2016.07.007"
"10.1101/063404","10.1038/s41598-017-16860-x"
"10.1101/063362","10.1007/s00285-017-1167-9"
"10.1101/063370","10.3389/fmicb.2016.01632"
"10.1101/063396","10.1038/srep31561"
"10.1101/063479","10.1016/j.envsci.2016.11.002"
"10.1101/063537","10.1093/molbev/msw195"
"10.1101/063560","10.1111/geb.12686"
"10.1101/063388","10.1038/ejhg.2016.205"
"10.1101/063305","10.1038/s41598-017-04160-3"
"10.1101/063727","10.1093/nar/gkx574"
"10.1101/063743","10.1186/s12915-016-0341-7"
"10.1101/063719","10.1038/s41467-017-00740-z"
"10.1101/063578","10.1371/journal.pgen.1006581"
"10.1101/063495","10.7554/elife.18972"
"10.1101/063768","10.1093/nar/gkw706"
"10.1101/063701","10.1038/srep36141"
"10.1101/063594","10.3389/fpls.2017.00182"
"10.1101/063750","10.1093/molbev/msx095"
"10.1101/063818","10.1128/msphere.00344-16"
"10.1101/063859","10.1016/j.ympev.2016.10.007"
"10.1101/063784","10.1371/journal.pcbi.1005256"
"10.1101/063875","10.1093/bioinformatics/btx025"
"10.1101/063800","10.1093/nar/gkx070"
"10.1101/063487","10.1038/ncomms14371"
"10.1101/063867","10.1371/journal.pcbi.1005374"
"10.1101/063776","10.1126/sciadv.1601692"
"10.1101/064113","10.1371/journal.pcbi.1005144"
"10.1101/064238","10.1371/journal.pgen.1006529"
"10.1101/064006","10.1093/bioinformatics/btw732"
"10.1101/062174","10.1104/pp.16.00948"
"10.1101/064022","10.1128/aem.02114-16"
"10.1101/064188","10.1016/j.str.2016.09.008"
"10.1101/064089","10.1016/j.physd.2017.05.002"
"10.1101/064121","10.3389/fmicb.2016.01553"
"10.1101/063735","10.1371/journal.pntd.0005568"
"10.1101/064345","10.1038/s41598-017-06547-8"
"10.1101/063990","10.1073/pnas.1608162113"
"10.1101/064329","10.1534/g3.117.040683"
"10.1101/064527","10.1021/jacs.6b06683"
"10.1101/064394","10.1128/msystems.00095-16"
"10.1101/064477","10.1016/j.jtbi.2017.01.017"
"10.1101/062026","10.1186/s13007-016-0148-0"
"10.1101/064410","10.15414/jmbfs.2017.6.5.1213-1217"
"10.1101/064337","10.12688/f1000research.9277.1"
"10.1101/064311","10.1093/molbev/msw251"
"10.1101/064519","10.7554/elife.19669"
"10.1101/064717","10.1162/neco_a_00910"
"10.1101/064618","10.1111/jeb.13000"
"10.1101/064840","10.1186/s12864-017-3687-5"
"10.1101/064451","10.1099/mgen.0.000086"
"10.1101/064535","10.1038/nmeth.4083"
"10.1101/064675","10.1093/bioinformatics/btw778"
"10.1101/063610","10.1186/s13059-016-1145-3"
"10.1101/064733","10.1093/bioinformatics/btw663"
"10.1101/064626","10.12688/f1000research.9471.1"
"10.1101/064832","10.7554/elife.20340"
"10.1101/064667","10.1093/nar/gkx198"
"10.1101/064741","10.7554/elife.27430"
"10.1101/064808","10.1038/ncomms14225"
"10.1101/064683","10.1038/mp.2017.15"
"10.1101/064949","10.7554/elife.19874"
"10.1101/065151","10.1111/oik.03801"
"10.1101/065011","10.1371/journal.pone.0190186"
"10.1101/065078","10.1073/pnas.1612044113"
"10.1101/065003","10.1534/genetics.116.194019"
"10.1101/065102","10.1371/journal.pcbi.1005469"
"10.1101/065086","10.1371/journal.pcbi.1005274"
"10.1101/065169","10.1038/srep43093"
"10.1101/065037","10.1016/j.ajhg.2016.10.003"
"10.1101/065243","10.7717/peerj.2716"
"10.1101/064139","10.1371/journal.pone.0163063"
"10.1101/065284","10.1038/s41598-017-03073-5"
"10.1101/064774","10.1111/1365-2656.12756"
"10.1101/065201","10.1111/1755-0998.12621"
"10.1101/064220","10.1111/evo.13036"
"10.1101/064881","10.7554/elife.19607"
"10.1101/064980","10.1104/pp.16.00984"
"10.1101/064857","10.1038/mi.2016.85"
"10.1101/065441","10.1371/journal.pone.0164677"
"10.1101/065490","10.1093/bioinformatics/btw691"
"10.1101/065458","10.1098/rspb.2016.1762"
"10.1101/065235","10.7554/elife.19887"
"10.1101/061382","10.1371/journal.pntd.0005255"
"10.1101/065821","10.1038/s41525-017-0025-4"
"10.1101/065789","10.7554/elife.20062.001"
"10.1101/065391","10.1038/s41467-017-00652-y"
"10.1101/065664","10.1016/j.bpj.2017.01.025"
"10.1101/065722","10.7554/elife.20041"
"10.1101/065714","10.1038/srep38653"
"10.1101/065847","10.1176/appi.ajp.2017.16111209"
"10.1101/066084","10.1038/s41598-017-05335-8"
"10.1101/065730","10.1038/cti.2016.89"
"10.1101/065292","10.1038/s41598-017-04356-7"
"10.1101/065649","10.1126/sciadv.1601959"
"10.1101/066027","10.1126/scitranslmed.aag1166"
"10.1101/066050","10.1128/msystems.00117-16"
"10.1101/065854","10.1126/sciadv.1601335"
"10.1101/065961","10.1016/j.neuroimage.2016.11.001"
"10.1101/065748","10.1038/cti.2016.90"
"10.1101/066035","10.7554/elife.18855"
"10.1101/066217","10.7554/elife.21761"
"10.1101/066340","10.1186/s13072-016-0108-y"
"10.1101/066175","10.1371/journal.pone.0162326"
"10.1101/065565","10.1093/nar/gkx314"
"10.1101/066373","10.7554/elife.20309"
"10.1101/066134","10.1126/sciadv.1602426"
"10.1101/066142","10.1038/s41598-017-00676-w"
"10.1101/066209","10.1186/s12864-017-3536-6"
"10.1101/066498","10.1371/journal.pone.0167912"
"10.1101/066613","10.1093/gigascience/giw018"
"10.1101/066563","10.1039/c7sc00615b"
"10.1101/066621","10.1021/acs.jctc.6b00532"
"10.1101/066464","10.7554/elife.22280"
"10.1101/066456","10.1073/pnas.1620161114"
"10.1101/066332","10.1111/mec.14274"
"10.1101/066696","10.7717/peerj.3272"
"10.1101/066639","10.1523/jneurosci.0105-17.2017"
"10.1101/066647","10.1038/tp.2017.92"
"10.1101/066878","10.1038/ncomms13838"
"10.1101/066761","10.1083/jcb.201604095"
"10.1101/066738","10.1038/ncomms15824"
"10.1101/066662","10.1111/1365-2664.12883"
"10.1101/060327","10.1093/nar/gkx885"
"10.1101/066985","10.1371/journal.pgen.1006869"
"10.1101/066860","10.1186/s12983-017-0196-y"
"10.1101/066977","10.1038/srep34031"
"10.1101/067017","10.1186/s13742-016-0150-5"
"10.1101/067090","10.1093/bioinformatics/btw512"
"10.1101/067173","10.1371/journal.pbio.2000633"
"10.1101/066829","10.1093/molbev/msw224"
"10.1101/067124","10.1038/srep39642"
"10.1101/067165","10.1101/gr.213595.116"
"10.1101/066845","10.1128/jvi.01428-16"
"10.1101/067199","10.1126/science.aak9704"
"10.1101/066944","10.1016/j.ymben.2016.12.004"
"10.1101/067264","10.3389/fnagi.2018.00014"
"10.1101/067116","10.3389/fnins.2016.00616"
"10.1101/067223","10.1242/bio.020990"
"10.1101/067462","10.1371/journal.pgen.1006333"
"10.1101/067066","10.1016/j.celrep.2016.11.040"
"10.1101/067496","10.1038/srep37012"
"10.1101/067256","10.1186/s12859-018-2028-2"
"10.1101/067389","10.1002/hipo.22675"
"10.1101/067397","10.1088/1751-8113/50/1/015002"
"10.1101/067488","10.1038/bjc.2017.5"
"10.1101/067470","10.1371/journal.ppat.1006114"
"10.1101/067587","10.1073/pnas.1611861114"
"10.1101/066399","10.1371/journal.pgen.1006496"
"10.1101/067454","10.1016/j.ajhg.2016.11.012"
"10.1101/067579","10.1038/srep37706"
"10.1101/067512","10.1093/gigascience/giw008"
"10.1101/067660","10.1093/molbev/msx087"
"10.1101/067918","10.1371/journal.pcbi.1005041"
"10.1101/067421","10.7554/elife.23471"
"10.1101/067900","10.15252/msb.20167295"
"10.1101/067967","10.1007/s10522-016-9669-1"
"10.1101/067751","10.1016/j.bpj.2016.08.002"
"10.1101/067819","10.1371/journal.pcbi.1005218"
"10.1101/067942","10.1534/genetics.117.300061"
"10.1101/067538","10.1038/ncomms13107"
"10.1101/067793","10.1016/j.tpb.2017.04.002"
"10.1101/067827","10.1083/jcb.201606081"
"10.1101/067892","10.1093/sleep/zsx066"
"10.1101/067926","10.1038/s41559-017-0109"
"10.1101/067744","10.7554/elife.20390.001"
"10.1101/067785","10.7554/elife.20357.001"
"10.1101/068072","10.1371/journal.pbio.2003174"
"10.1101/068148","10.1371/journal.pcbi.1005676"
"10.1101/068122","10.1101/gr.214270.116"
"10.1101/068015","10.1016/j.bpc.2016.09.004"
"10.1101/068064","10.1371/journal.pcbi.1005285"
"10.1101/068098","10.1016/j.jsb.2016.09.006"
"10.1101/068130","10.1186/s13036-017-0048-5"
"10.1101/068031","10.1093/nar/gkx091"
"10.1101/068114","10.1371/journal.pone.0168023"
"10.1101/067850","10.1038/srep41614"
"10.1101/068049","10.1093/nar/gkw1358"
"10.1101/068239","10.1111/eva.12492"
"10.1101/068262","10.1038/ncomms14076"
"10.1101/068247","10.1016/j.meegid.2016.12.006"
"10.1101/068205","10.1111/mec.14335"
"10.1101/068320","10.1038/s41598-017-06866-w"
"10.1101/068338","10.1101/gr.214346.116"
"10.1101/068312","10.1038/nature20593"
"10.1101/068346","10.1371/journal.pcbi.1005260"
"10.1101/068288","10.1038/s41467-017-01076-4"
"10.1101/068502","10.1039/c6cp05680f"
"10.1101/068387","10.7717/peerj.2874"
"10.1101/068080","10.1111/gcb.13553"
"10.1101/068528","10.1093/jhered/esx058"
"10.1101/068551","10.1111/1755-0998.12690"
"10.1101/068536","10.1093/bioinformatics/btw643"
"10.1101/068585","10.1038/tp.2017.72"
"10.1101/068569","10.1007/s12080-016-0326-8"
"10.1101/068759","10.1103/physreve.94.062413"
"10.1101/068742","10.7554/elife.20533.001"
